rank,title,authors,year,id,status,role,sub_area,provenance,source,citation_count,confidence,url,notes
777,Competing with AI Scientists: Agent-Driven Approach to Astrophysics Research,Thomas Borrett et al,2026,2604.09621,candidate,trend,Scientific and Domain Agents,auto-map:arxiv-query;auto-map:openalex-query,arxiv:ai-scientist;openalex:ai-scientist,0,0.92,https://arxiv.org/abs/2604.09621,arXiv query expansion
778,MedARC: Adaptive multi-agent refinement and collaboration for enhanced medical reasoning in large language models,"Yongming Miao, Jiaxin Wen, Yuemei Luo et al",2025,https://doi.org/10.1016/j.ijmedinf.2025.106136,candidate,trend,Scientific and Domain Agents,auto-map:openalex-query,openalex:collaboration;openalex:medical-agents,2,0.92,https://doi.org/10.1016/j.ijmedinf.2025.106136,OpenAlex query expansion
779,AtomAgents: Alloy design and discovery through physics-aware multi-modal multi-agent artificial intelligence,"Ghafarollahi, Alireza, Buehler, Markus J.",2024,2407.10022,candidate,core,Scientific and Domain Agents,auto-map:openalex-query,openalex:collaboration,8,0.92,http://arxiv.org/abs/2407.10022,OpenAlex query expansion
780,Validation of an LLM-based Multi-Agent Framework for Protein Engineering in Dry Lab and Wet Lab,"Zan Chen, Yungeng Liu, Yu Guang Wang et al",2024,https://doi.org/10.1109/bibm62325.2024.10822562,candidate,core,Scientific and Domain Agents,auto-map:openalex-query,openalex:frameworks,3,0.92,https://doi.org/10.1109/bibm62325.2024.10822562,OpenAlex query expansion
781,Belief-Driven Multi-Agent Collaboration via Approximate Perfect Bayesian Equilibrium for Social Simulation,Weiwei Fang et al,2026,2603.24973,candidate,trend,Scientific and Domain Agents,auto-map:arxiv-query,arxiv:llm-mas,0,0.87,https://arxiv.org/abs/2603.24973,arXiv query expansion
782,MACC: Multi-Agent Collaborative Competition for Scientific Exploration,Satoshi Oyama et al,2026,2603.03780,candidate,trend,Scientific and Domain Agents,auto-map:arxiv-query,arxiv:collaboration,0,0.87,https://arxiv.org/abs/2603.03780,arXiv query expansion
783,From Visual Perception to Deep Empathy: An Automated Assessment Framework for House-Tree-Person Drawings Using Multimodal LLMs and Multi-Agent Collaboration,Shuide Wen et al,2025,2512.21360,candidate,trend,Scientific and Domain Agents,auto-map:arxiv-query,arxiv:collaboration,0,0.87,https://arxiv.org/abs/2512.21360,arXiv query expansion
784,LungNoduleAgent: A Collaborative Multi-Agent System for Precision Diagnosis of Lung Nodules,Cheng Yang et al,2025,2511.21042,candidate,trend,Scientific and Domain Agents,auto-map:arxiv-query,arxiv:collaboration,0,0.87,https://arxiv.org/abs/2511.21042,arXiv query expansion
785,Iteratively-Refined Interactive 3D Medical Image Segmentation With Multi-Agent Reinforcement Learning,"Xuan Liao, Wenhao Li, Qisen Xu et al",2020,2020.00941,candidate,anchor,Scientific and Domain Agents,auto-map:openalex-query,openalex:marl,101,0.92,https://doi.org/10.1109/cvpr42600.2020.00941,OpenAlex query expansion
786,PhysicsAgentABM: Physics-Guided Generative Agent-Based Modeling,Kavana Venkatesh et al,2026,2602.06030,candidate,trend,Scientific and Domain Agents,auto-map:arxiv-query,arxiv:generative-agents;arxiv:llm-mas,0,0.87,https://arxiv.org/abs/2602.06030,arXiv query expansion
787,HEAL-KGGen: A Hierarchical Multi-Agent LLM Framework with Knowledge Graph Enhancement for Genetic Biomarker-Based Medical Diagnosis,"Kaiwen Zuo, Zixuan Zhong, Peizhou Huang et al",2025,https://doi.org/10.1101/2025.06.03.657521,candidate,trend,Scientific and Domain Agents,auto-map:openalex-query,openalex:frameworks;openalex:medical-agents,7,0.92,https://doi.org/10.1101/2025.06.03.657521,OpenAlex query expansion
788,SciAgents: Automating Scientific Discovery Through Bioinspired Multi‐Agent Intelligent Graph Reasoning,"Alireza Ghafarollahi, Markus J. Buehler",2024,https://doi.org/10.1002/adma.202413523,candidate,core,Scientific and Domain Agents,auto-map:openalex-query,openalex:scientific-agents,73,0.92,https://doi.org/10.1002/adma.202413523,OpenAlex query expansion
789,Mitigating Cognitive Biases in Clinical Decision-Making Through Multi-Agent Conversations Using Large Language Models: Simulation Study,"Yuhe Ke, Rui Yang, Sui An Lie et al",2024,https://doi.org/10.2196/59439,candidate,core,Scientific and Domain Agents,auto-map:openalex-query,openalex:medical-agents,43,0.92,https://doi.org/10.2196/59439,OpenAlex query expansion
790,Learning from Nature to Achieve Material Sustainability: Generative AI for Rigorous Bio-inspired Materials Design,"Rachel K. Luu, Sofia Arevalo, Wei Lu et al",2024,https://doi.org/10.21428/e4baedd9.33bd7449,candidate,core,Scientific and Domain Agents,auto-map:openalex-query,openalex:scientific-agents,19,0.92,https://doi.org/10.21428/e4baedd9.33bd7449,OpenAlex query expansion
791,Integration of Multi-Source Medical Data for Medical Diagnosis Question Answering,"Qi Peng, Yi Cai, Jiankun Liu et al",2024,https://doi.org/10.1109/tmi.2024.3496862,candidate,core,Scientific and Domain Agents,auto-map:openalex-query,openalex:medical-agents,13,0.92,https://doi.org/10.1109/tmi.2024.3496862,OpenAlex query expansion
792,DeepResearcher: Scaling Deep Research via Reinforcement Learning in Real-world Environments,"Yuxiang Zheng, Dayuan Fu, Xiangkun Hu et al",2025,https://doi.org/10.18653/v1/2025.emnlp-main.22,candidate,trend,Scientific and Domain Agents,auto-map:openalex-query,openalex:web-agents,8,0.92,https://doi.org/10.18653/v1/2025.emnlp-main.22,OpenAlex query expansion
793,Synthetic Arabic Medical Dialogues Using Advanced Multi-Agent LLM Techniques,"Mariam ALMutairi, Lulwah AlKulaib, Melike Aktas et al",2024,https://doi.org/10.18653/v1/2024.arabicnlp-1.2,candidate,core,Scientific and Domain Agents,auto-map:openalex-query,openalex:medical-agents,7,0.92,https://doi.org/10.18653/v1/2024.arabicnlp-1.2,OpenAlex query expansion
794,DiagGPT: An LLM-based and Multi-agent Dialogue System with Automatic Topic Management for Flexible Task-Oriented Dialogue,"Cao, Lang",2023,2308.08043,candidate,core,Scientific and Domain Agents,auto-map:openalex-query,openalex:llm-mas,5,0.92,http://arxiv.org/abs/2308.08043,OpenAlex query expansion
795,A multi-agent framework combining large language models with medical flowcharts for self-triage,"Yujia Liu, Sophia Yu, Hongyue Jin et al",2026,https://doi.org/10.1038/s44360-026-00112-2,candidate,trend,Scientific and Domain Agents,auto-map:openalex-query,openalex:medical-agents,0,0.82,https://doi.org/10.1038/s44360-026-00112-2,OpenAlex query expansion
796,Colon-X: Advancing Intelligent Colonoscopy toward Clinical Reasoning,Ge-Peng Ji et al,2025,2512.03667,candidate,trend,Scientific and Domain Agents,auto-map:arxiv-query,arxiv:debate,0,0.82,https://arxiv.org/abs/2512.03667,arXiv query expansion
797,Tree-of-Reasoning: Towards Complex Medical Diagnosis via Multi-Agent Reasoning with Evidence Tree,Qi Peng et al,2025,2508.03038,candidate,trend,Scientific and Domain Agents,auto-map:arxiv-query,arxiv:reasoning,0,0.82,https://arxiv.org/abs/2508.03038,arXiv query expansion
798,Bayesian Orchestration of Multi-LLM Agents for Cost-Aware Sequential Decision-Making,"Amin, Danial",2026,2601.01522,candidate,trend,Scientific and Domain Agents,auto-map:openalex-query,openalex:orchestration,0,0.8,https://doi.org/10.48550/arxiv.2601.01522,OpenAlex query expansion
799,HedgeAgents: A Balanced-aware Multi-agent Financial Trading System,"Xiangyu Li, Yawen Zeng, Xiaofen Xing et al",2025,https://doi.org/10.1145/3701716.3715232,candidate,trend,Scientific and Domain Agents,auto-map:openalex-query,openalex:finance-agents,7,0.92,https://doi.org/10.1145/3701716.3715232,OpenAlex query expansion
800,"An organizational theory for multi-agent interactions integrating human agents, LLMs, and specialized AI","Uwe M. Borghoff, Paolo Bottoni, Remo Pareschi",2025,https://doi.org/10.1007/s10791-025-09667-2,candidate,trend,Scientific and Domain Agents,auto-map:openalex-query,openalex:human-ai-coordination,5,0.92,https://doi.org/10.1007/s10791-025-09667-2,OpenAlex query expansion
801,LegacyTranslate: LLM-based Multi-Agent Method for Legacy Code Translation,Zahra Moti et al,2026,2603.14054,candidate,trend,Scientific and Domain Agents,auto-map:arxiv-query,arxiv:llm-mas,0,0.8,https://arxiv.org/abs/2603.14054,arXiv query expansion
802,MountainLion: A Multi-Modal LLM-Based Agent System for Interpretable and Adaptive Financial Trading,"Wu, Siyi, Wang, Junqiao, Guan, Zhaoyang et al",2025,2507.20474,candidate,trend,Scientific and Domain Agents,auto-map:openalex-query,openalex:finance-agents,0,0.8,http://arxiv.org/abs/2507.20474,OpenAlex query expansion
803,The Virtual Lab: AI Agents Design New SARS-CoV-2 Nanobodies with Experimental Validation,"Kyle Swanson, Wesley Wu, Nash L. Bulaong et al",2024,https://doi.org/10.1101/2024.11.11.623004,candidate,bridge,Scientific and Domain Agents,auto-map:openalex-query,openalex:ai-scientist;openalex:scientific-agents,48,0.92,https://doi.org/10.1101/2024.11.11.623004,OpenAlex query expansion
804,FinVision: A Multi-Agent Framework for Stock Market Prediction,"Sorouralsadat Fatemi, Yuheng Hu",2024,https://doi.org/10.1145/3677052.3698688,candidate,core,Scientific and Domain Agents,auto-map:openalex-query,openalex:finance-agents,16,0.92,https://doi.org/10.1145/3677052.3698688,OpenAlex query expansion
805,Enhancing Financial Question Answering with a Multi-Agent Reflection Framework,"Sorouralsadat Fatemi, Yuheng Hu",2024,https://doi.org/10.1145/3677052.3698686,candidate,core,Scientific and Domain Agents,auto-map:openalex-query,openalex:reasoning,9,0.92,https://doi.org/10.1145/3677052.3698686,OpenAlex query expansion
806,Enhancing Anomaly Detection in Financial Markets with an LLM-based Multi-Agent Framework,"Park, Taejin",2024,2403.19735,candidate,core,Scientific and Domain Agents,auto-map:openalex-query,openalex:frameworks,6,0.92,http://arxiv.org/abs/2403.19735,OpenAlex query expansion
807,Adaptive Multi-Agent LLM Systems for Financial Trading: A Framework for Realistic Simulation and Dynamic Prompt Optimization,"Papadakis, Charidimos",2026,https://doi.org/10.26240/heal.ntua.31912,candidate,trend,Scientific and Domain Agents,auto-map:openalex-query,openalex:finance-agents,0,0.75,https://doi.org/10.26240/heal.ntua.31912,OpenAlex query expansion
808,MEDCO: Medical Education Copilots Based on a Multi-agent Framework,"Hao Wei, Jianing Qiu, Haibao Yu et al",2025,https://doi.org/10.1007/978-3-031-91813-1_8,candidate,trend,Scientific and Domain Agents,auto-map:openalex-query,openalex:collaboration;openalex:medical-agents,10,0.92,https://doi.org/10.1007/978-3-031-91813-1_8,OpenAlex query expansion
809,Development of an Easy-to-Use Multi-Agent Platform for Teaching Mobile Robotics,"Gonzalo Farias, Ernesto Fabregas, Emmanuel Peralta et al",2019,https://doi.org/10.1109/access.2019.2913916,candidate,bridge,Scientific and Domain Agents,auto-map:openalex-query,openalex:software-agents,36,0.92,https://doi.org/10.1109/access.2019.2913916,OpenAlex query expansion
810,"Influence of next-generation artificial intelligence on headache research, diagnosis and treatment: the junior editorial board members’ vision – part 2","Igor Petrušić, Chia-Chun Chiang, David Garcia-Azorin et al",2025,https://doi.org/10.1186/s10194-024-01944-7,candidate,trend,Scientific and Domain Agents,auto-map:openalex-query,openalex:ai-scientist,27,0.92,https://doi.org/10.1186/s10194-024-01944-7,OpenAlex query expansion
811,Large language model agents can use tools to perform clinical calculations,"Alex J. Goodell, Simon N. Chu, Dara Rouholiman et al",2025,https://doi.org/10.1038/s41746-025-01475-8,candidate,trend,Scientific and Domain Agents,auto-map:openalex-query,openalex:workflow-generation,24,0.92,https://doi.org/10.1038/s41746-025-01475-8,OpenAlex query expansion
812,Automatic biomarker discovery and enrichment with BRAD,"Joshua Pickard, Ram Prakash, Marc Andrew Choi et al",2025,https://doi.org/10.1093/bioinformatics/btaf159,candidate,trend,Scientific and Domain Agents,auto-map:openalex-query,openalex:workflow-generation,7,0.92,https://doi.org/10.1093/bioinformatics/btaf159,OpenAlex query expansion
813,An Agentic Framework for Autonomous Metamaterial Modeling and Inverse Design,"Darui Lu, Jordan M. Malof, Willie J. Padilla",2025,https://doi.org/10.1021/acsphotonics.5c01514,candidate,trend,Scientific and Domain Agents,auto-map:openalex-query,openalex:scientific-agents,5,0.9,https://doi.org/10.1021/acsphotonics.5c01514,OpenAlex query expansion
814,An agentic AI framework for ingestion and standardization of single-cell RNA-seq data analysis,"Nima Nouri, Ronen Artzi, Virginia Savova",2026,https://doi.org/10.1038/s44387-025-00064-0,candidate,trend,Scientific and Domain Agents,auto-map:openalex-query,openalex:orchestration,4,0.88,https://doi.org/10.1038/s44387-025-00064-0,OpenAlex query expansion
815,MedXpert-CAD: A Multimodal Multi-agentic System for Clinical Imaging Analysis via Model Context Protocol LLM-Driven Agentic Workflows,"Mukhlis Raza, Saied Salem, Afnan Habib et al",2025,https://doi.org/10.1007/978-3-032-06004-4_6,candidate,trend,Scientific and Domain Agents,auto-map:openalex-query,openalex:llm-mas,2,0.84,https://doi.org/10.1007/978-3-032-06004-4_6,OpenAlex query expansion
816,Agentic LLM Workflow for MR Spectroscopy Volume-of-Interest Placements in Brain Tumors,Sangyoon Lee et al,2026,2603.13371,candidate,trend,Scientific and Domain Agents,auto-map:arxiv-query,arxiv:workflow,0,0.74,https://arxiv.org/abs/2603.13371,arXiv query expansion
817,Cytoarchitecture in Words: Weakly Supervised Vision-Language Modeling for Human Brain Microscopy,Matthew Sutton et al,2026,2602.23088,candidate,trend,Scientific and Domain Agents,auto-map:arxiv-query,arxiv:workflow,0,0.74,https://arxiv.org/abs/2602.23088,arXiv query expansion
818,Machine Learning as a Tool (MLAT): A Framework for Integrating Statistical ML Models as Callable Tools within LLM Agent Workflows,Edwin Chen et al,2026,2602.14295,candidate,trend,Scientific and Domain Agents,auto-map:arxiv-query,arxiv:workflow,0,0.74,https://arxiv.org/abs/2602.14295,arXiv query expansion
819,A Model Context Protocol Server for Quantum Execution in Hybrid Quantum-HPC Environments,Masaki Shiraishi et al,2026,2604.08318,candidate,trend,Scientific and Domain Agents,auto-map:arxiv-query,arxiv:ai-scientist,0,0.74,https://arxiv.org/abs/2604.08318,arXiv query expansion
820,Can Theoretical Physics Research Benefit from Language Agents?,Sirui Lu et al,2025,2506.06214,candidate,trend,Scientific and Domain Agents,auto-map:arxiv-query,arxiv:scientific-agents,0,0.74,https://arxiv.org/abs/2506.06214,arXiv query expansion
821,From Translation to Superset: Benchmark-Driven Evolution of a Production AI Agent from Rust to Python,Jinhua Wang et al,2026,2604.11518,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:software-agents,0,0.92,https://arxiv.org/abs/2604.11518,arXiv query expansion
822,Evaluating large language model agents for automation of atomic force microscopy,"Indrajeet Mandal, Jitendra Soni, Mohd Zaki et al",2025,https://doi.org/10.1038/s41467-025-64105-7,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:agent-benchmarks;openalex:agent-safety,12,0.92,https://doi.org/10.1038/s41467-025-64105-7,OpenAlex query expansion
823,Reaching Agreement Among Reasoning LLM Agents,Chaoyi Ruan et al,2025,2512.20184,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:reasoning,0,0.92,https://arxiv.org/abs/2512.20184,arXiv query expansion
824,Cooperation and Exploitation in LLM Policy Synthesis for Sequential Social Dilemmas,Víctor Gallego,2026,2603.19453,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2603.19453,arXiv query expansion
825,FastOMOP: A Foundational Architecture for Reliable Agentic Real-World Evidence Generation on OMOP CDM data,Niko Moeller-Grell et al,2026,2604.24572,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.24572,arXiv query expansion
826,S5-SHB Agent: Society 5.0 enabled Multi-model Agentic Blockchain Framework for Smart Home,Janani Rangila et al,2026,2603.05027,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:society,0,0.92,https://arxiv.org/abs/2603.05027,arXiv query expansion
827,Engineering LLM Powered Multi-Agent Framework for Autonomous CloudOps,"Kannan Parthasarathy, Karthik Vaidhyanathan, Rudra Dhar et al",2025,2025.00031,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:cybersecurity;openalex:frameworks,7,0.92,https://doi.org/10.1109/cain66642.2025.00031,OpenAlex query expansion
828,Harness as an Asset: Enforcing Determinism via the Convergent AI Agent Framework (CAAF),Tianbao Zhang,2026,2604.17025,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:llm-multi-agent;arxiv:workflow,0,0.92,https://arxiv.org/abs/2604.17025,arXiv query expansion
829,SkillProbe: Security Auditing for Emerging Agent Skill Marketplaces via Multi-Agent Collaboration,Zihan Guo et al,2026,2603.21019,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:agent-security;arxiv:collaboration,0,0.92,https://arxiv.org/abs/2603.21019,arXiv query expansion
830,Meissa: Multi-modal Medical Agentic Intelligence,Yixiong Chen et al,2026,2603.09018,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:collaboration;arxiv:medical-agents,0,0.92,https://arxiv.org/abs/2603.09018,arXiv query expansion
831,"Towards Effective Offensive Security LLM Agents: Hyperparameter Tuning, LLM as a Judge, and a Lightweight CTF Benchmark","Minghao Shao, Nanda Rani, Kimberly Milner et al",2026,https://doi.org/10.1609/aaai.v40i35.40210,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:cybersecurity,1,0.92,https://doi.org/10.1609/aaai.v40i35.40210,OpenAlex query expansion
832,More at Stake: How Payoff and Language Shape LLM Agent Strategies in Cooperation Dilemmas,Trung-Kiet Huynh et al,2026,2601.19082,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2601.19082,arXiv query expansion
833,"Understanding LLM Agent Behaviours via Game Theory: Strategy Recognition, Biases and Multi-Agent Dynamics",Trung-Kiet Huynh et al,2025,2512.07462,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2512.07462,arXiv query expansion
834,BlockAgents: Towards Byzantine-Robust LLM-Based Multi-Agent Coordination via Blockchain,"Bei Chen, Gaolei Li, Xi Lin et al",2024,https://doi.org/10.1145/3674399.3674445,candidate,core,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:collaboration;openalex:debate,9,0.92,https://doi.org/10.1145/3674399.3674445,OpenAlex query expansion
835,LLM-Based Framework for Administrative Task Automation in Healthcare,"Senay A. Gebreab, Khaled Salah, Raja Jayaraman et al",2024,https://doi.org/10.1109/isdfs60797.2024.10527275,candidate,core,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:agent-safety;openalex:medical-agents;openalex:web-agents;openalex:workflow-generation,41,0.92,https://doi.org/10.1109/isdfs60797.2024.10527275,OpenAlex query expansion
836,SecureGov-Agent: A Governance-Centric Multi-Agent Framework for Privacy-Preserving and Attack-Resilient LLM Agents,"Jinyu Chen, Jixiao Yang, Ziyang Zeng et al",2025,https://doi.org/10.20944/preprints202512.2497.v1,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:finance-agents;openalex:frameworks,2,0.92,https://doi.org/10.20944/preprints202512.2497.v1,OpenAlex query expansion
837,Leveraging MDS2 and SBOM data for LLM-assisted vulnerability analysis of medical devices,"Stefan Stein, Michael Pilgermann, Simon Weber et al",2025,https://doi.org/10.1016/j.csbj.2025.07.012,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:cybersecurity,2,0.92,https://doi.org/10.1016/j.csbj.2025.07.012,OpenAlex query expansion
838,Fostering collective intelligence in CPSS: an LLM-driven multi-agent cooperative tuning framework,"Rongjun Chen, Chengbo He",2025,https://doi.org/10.3389/fphy.2025.1613499,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:frameworks,1,0.92,https://doi.org/10.3389/fphy.2025.1613499,OpenAlex query expansion
839,TRUST: A Framework for Decentralized AI Service v.0.1,Yu-Chao Huang et al,2026,2604.27132,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.27132,arXiv query expansion
840,Managing Uncertainty in LLM-based Multi-Agent System Operation,Man Zhang et al,2026,2602.23005,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2602.23005,arXiv query expansion
841,C$^2$T: Captioning-Structure and LLM-Aligned Common-Sense Reward Learning for Traffic--Vehicle Coordination,Yuyang Chen et al,2026,2604.13098,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:marl,0,0.92,https://arxiv.org/abs/2604.13098,arXiv query expansion
842,Systematic Capability Benchmarking of Frontier Large Language Models for Offensive Cyber Tasks,Tyler H. Merves et al,2026,2604.17159,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:agent-security;arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.17159,arXiv query expansion
843,Synthesizing Multi-Agent Harnesses for Vulnerability Discovery,Hanzhi Liu et al,2026,2604.20801,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:agent-security;arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.20801,arXiv query expansion
844,If you're waiting for a sign... that might not be it! Mitigating Trust Boundary Confusion from Visual Injections on Vision-Language Agentic Systems,Jiamin Chang et al,2026,2604.19844,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:language-agents;arxiv:prompt-injection,0,0.92,https://arxiv.org/abs/2604.19844,arXiv query expansion
845,LLM-Guided Agentic Floor Plan Parsing for Accessible Indoor Navigation of Blind and Low-Vision People,Aydin Ayanzadeh et al,2026,2604.23970,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.23970,arXiv query expansion
846,MaMa: A Game-Theoretic Approach for Designing Safe Agentic Systems,Jonathan Nöther et al,2026,2602.04431,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2602.04431,arXiv query expansion
847,Argus: Reorchestrating Static Analysis via a Multi-Agent Ensemble for Full-Chain Security Vulnerability Detection,Zi Liang et al,2026,2604.06633,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:workflow,0,0.92,https://arxiv.org/abs/2604.06633,arXiv query expansion
848,Your Agent is More Brittle Than You Think: Uncovering Indirect Injection Vulnerabilities in Agentic LLMs,Wenhui Zhu et al,2026,2604.03870,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:prompt-injection,0,0.92,https://arxiv.org/abs/2604.03870,arXiv query expansion
849,SafeEvalAgent: Toward Agentic and Self-Evolving Safety Evaluation of LLMs,Yixu Wang et al,2025,2509.26100,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:agent-safety,0,0.92,https://arxiv.org/abs/2509.26100,arXiv query expansion
850,Training Autonomous Cyber Defense Agents: Challenges &amp; Opportunities in Military Networks,"Johannes F. Loevenich, Erik Adler, Adrien Bécue et al",2024,https://doi.org/10.1109/milcom61039.2024.10773923,candidate,core,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:cybersecurity,12,0.92,https://doi.org/10.1109/milcom61039.2024.10773923,OpenAlex query expansion
851,Towards Robust Autonomous Cyber Defence Agents Using Hybrid AI Models,"Laurin Holz, Johannes Loevenich, Roberto Rigolin F. Lopes",2025,https://doi.org/10.1109/netsoft64993.2025.11080605,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:cybersecurity,4,0.92,https://doi.org/10.1109/netsoft64993.2025.11080605,OpenAlex query expansion
852,Code Broker: A Multi-Agent System for Automated Code Quality Assessment,Samer Attrah,2026,2604.23088,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.23088,arXiv query expansion
853,Beyond Static Responses: Multi-Agent LLM Systems as a New Paradigm for Social Science Research,"Haase, Jennifer, Pokutta, Sebastian",2025,2506.01839,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:llm-mas,2,0.92,http://arxiv.org/abs/2506.01839,OpenAlex query expansion
854,Safe Bilevel Delegation (SBD): A Formal Framework for Runtime Delegation Safety in Multi-Agent Systems,Yuan Sun,2026,2604.27358,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.27358,arXiv query expansion
855,NeuroClaw Technical Report,Cheng Wang et al,2026,2604.24696,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.24696,arXiv query expansion
856,The Consensus Trap: Rescuing Multi-Agent LLMs from Adversarial Majorities via Token-Level Collaboration,Jiayuan Liu et al,2026,2604.17139,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:llm-multi-agent;arxiv:prompt-injection,0,0.92,https://arxiv.org/abs/2604.17139,arXiv query expansion
857,Security Considerations for Artificial Intelligence Agents,Ninghui Li et al,2026,2603.12230,candidate,bridge,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:prompt-injection,0,0.92,https://arxiv.org/abs/2603.12230,arXiv query expansion
858,MICA: Multi-Agent Industrial Coordination Assistant,Di Wen et al,2025,2509.15237,candidate,bridge,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:language-agents,0,0.92,https://arxiv.org/abs/2509.15237,arXiv query expansion
859,Debate-Driven Multi-Agent LLMs for Phishing Email Detection,"Ngoc Tuong Vy Nguyen, Felix D Childress, Yunting Yin",2025,https://doi.org/10.1109/isdfs65363.2025.11012014,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:cybersecurity;openalex:debate,5,0.92,https://doi.org/10.1109/isdfs65363.2025.11012014,OpenAlex query expansion
860,Facilitating Trustworthy Human-Agent Collaboration in LLM-based Multi-Agent System oriented Software Engineering,Krishna Ronanki,2025,https://doi.org/10.1145/3696630.3728717,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:llm-mas;openalex:software-agents,4,0.92,https://doi.org/10.1145/3696630.3728717,OpenAlex query expansion
861,Don't Trust Stubborn Neighbors: A Security Framework for Agentic Networks,Samira Abedini et al,2026,2603.15809,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2603.15809,arXiv query expansion
862,Enhancing Multi-Agent Systems via Reinforcement Learning with LLM-Based Planner and Graph-Based Policy,"Ziqi Jia, Junjie Li, Xiaoyang Qu et al",2025,https://doi.org/10.1109/icra55743.2025.11127486,candidate,trend,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:llm-mas,4,0.92,https://doi.org/10.1109/icra55743.2025.11127486,OpenAlex query expansion
863,AI-Driven Multi-Agent Simulation of Stratified Polyamory Systems: A Computational Framework for Optimizing Social Reproductive Efficiency,Yicai Xing,2026,2603.20678,candidate,trend,"Safety, Security, and Reliability",auto-map:arxiv-query,arxiv:marl,0,0.92,https://arxiv.org/abs/2603.20678,arXiv query expansion
864,KoMA: Knowledge-Driven Multi-Agent Framework for Autonomous Driving With Large Language Models,"Kemou Jiang, Xuan Cai, Zhiyong Cui et al",2024,https://doi.org/10.1109/tiv.2024.3488793,candidate,core,"Safety, Security, and Reliability",auto-map:openalex-query,openalex:agent-safety;openalex:collaboration;openalex:planning,15,0.92,https://doi.org/10.1109/tiv.2024.3488793,OpenAlex query expansion
