rank,id,title,authors,year,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status,review_batch,decision,note
839,2604.27132,TRUST: A Framework for Decentralized AI Service v.0.1,Yu-Chao Huang et al,2026,candidate,trend,"Safety, Security, and Reliability",arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.27132,2604.27132,papers_extra/multi-agent-triaged/0839_2604.27132,papers_extra/multi-agent-triaged/0839_2604.27132/paper.pdf,papers_extra/multi-agent-triaged/0839_2604.27132/source,present,present,batch-05,keep,Retained after batch review.
841,2604.13098,C$^2$T: Captioning-Structure and LLM-Aligned Common-Sense Reward Learning for Traffic--Vehicle Coordination,Yuyang Chen et al,2026,candidate,trend,"Safety, Security, and Reliability",arxiv:marl,0,0.92,https://arxiv.org/abs/2604.13098,2604.13098,papers_extra/multi-agent-triaged/0841_2604.13098,papers_extra/multi-agent-triaged/0841_2604.13098/paper.pdf,papers_extra/multi-agent-triaged/0841_2604.13098/source,present,present,batch-05,keep,Retained after batch review.
842,2604.17159,Systematic Capability Benchmarking of Frontier Large Language Models for Offensive Cyber Tasks,Tyler H. Merves et al,2026,candidate,trend,"Safety, Security, and Reliability",arxiv:agent-security;arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.17159,2604.17159,papers_extra/multi-agent-triaged/0842_2604.17159,papers_extra/multi-agent-triaged/0842_2604.17159/paper.pdf,papers_extra/multi-agent-triaged/0842_2604.17159/source,present,present,batch-05,keep,Retained after batch review.
843,2604.20801,Synthesizing Multi-Agent Harnesses for Vulnerability Discovery,Hanzhi Liu et al,2026,candidate,trend,"Safety, Security, and Reliability",arxiv:agent-security;arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.20801,2604.20801,papers_extra/multi-agent-triaged/0843_2604.20801,papers_extra/multi-agent-triaged/0843_2604.20801/paper.pdf,papers_extra/multi-agent-triaged/0843_2604.20801/source,present,present,batch-05,keep,Retained after batch review.
844,2604.19844,If you're waiting for a sign... that might not be it! Mitigating Trust Boundary Confusion from Visual Injections on Vision-Language Agentic Systems,Jiamin Chang et al,2026,candidate,trend,"Safety, Security, and Reliability",arxiv:language-agents;arxiv:prompt-injection,0,0.92,https://arxiv.org/abs/2604.19844,2604.19844,papers_extra/multi-agent-triaged/0844_2604.19844,papers_extra/multi-agent-triaged/0844_2604.19844/paper.pdf,papers_extra/multi-agent-triaged/0844_2604.19844/source,present,present,batch-05,keep,Retained after batch review.
845,2604.23970,LLM-Guided Agentic Floor Plan Parsing for Accessible Indoor Navigation of Blind and Low-Vision People,Aydin Ayanzadeh et al,2026,candidate,trend,"Safety, Security, and Reliability",arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.23970,2604.23970,papers_extra/multi-agent-triaged/0845_2604.23970,papers_extra/multi-agent-triaged/0845_2604.23970/paper.pdf,papers_extra/multi-agent-triaged/0845_2604.23970/source,present,present,batch-05,keep,Retained after batch review.
846,2602.04431,MaMa: A Game-Theoretic Approach for Designing Safe Agentic Systems,Jonathan Nöther et al,2026,candidate,trend,"Safety, Security, and Reliability",arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2602.04431,2602.04431,papers_extra/multi-agent-triaged/0846_2602.04431,papers_extra/multi-agent-triaged/0846_2602.04431/paper.pdf,papers_extra/multi-agent-triaged/0846_2602.04431/source,present,present,batch-05,keep,Retained after batch review.
847,2604.06633,Argus: Reorchestrating Static Analysis via a Multi-Agent Ensemble for Full-Chain Security Vulnerability Detection,Zi Liang et al,2026,candidate,trend,"Safety, Security, and Reliability",arxiv:workflow,0,0.92,https://arxiv.org/abs/2604.06633,2604.06633,papers_extra/multi-agent-triaged/0847_2604.06633,papers_extra/multi-agent-triaged/0847_2604.06633/paper.pdf,papers_extra/multi-agent-triaged/0847_2604.06633/source,present,present,batch-06,keep,Retained after batch review.
848,2604.03870,Your Agent is More Brittle Than You Think: Uncovering Indirect Injection Vulnerabilities in Agentic LLMs,Wenhui Zhu et al,2026,candidate,trend,"Safety, Security, and Reliability",arxiv:prompt-injection,0,0.92,https://arxiv.org/abs/2604.03870,2604.03870,papers_extra/multi-agent-triaged/0848_2604.03870,papers_extra/multi-agent-triaged/0848_2604.03870/paper.pdf,papers_extra/multi-agent-triaged/0848_2604.03870/source,present,present,batch-06,keep,Retained after batch review.
849,2509.26100,SafeEvalAgent: Toward Agentic and Self-Evolving Safety Evaluation of LLMs,Yixu Wang et al,2025,candidate,trend,"Safety, Security, and Reliability",arxiv:agent-safety,0,0.92,https://arxiv.org/abs/2509.26100,2509.26100,papers_extra/multi-agent-triaged/0849_2509.26100,papers_extra/multi-agent-triaged/0849_2509.26100/paper.pdf,papers_extra/multi-agent-triaged/0849_2509.26100/source,present,present,batch-06,keep,Retained after batch review.
850,https://doi.org/10.1109/milcom61039.2024.10773923,Training Autonomous Cyber Defense Agents: Challenges &amp; Opportunities in Military Networks,"Johannes F. Loevenich, Erik Adler, Adrien Bécue et al",2024,candidate,core,"Safety, Security, and Reliability",openalex:cybersecurity,12,0.92,https://doi.org/10.1109/milcom61039.2024.10773923,,,,,unresolved,unavailable,batch-17,keep,"Autonomous cyber-defense agent paper with references to LLM-agent methods such as ReAct/RAG; likely bridge/foundation material, though LLM and multi-agent specificity need review."
851,https://doi.org/10.1109/netsoft64993.2025.11080605,Towards Robust Autonomous Cyber Defence Agents Using Hybrid AI Models,"Laurin Holz, Johannes Loevenich, Roberto Rigolin F. Lopes",2025,candidate,trend,"Safety, Security, and Reliability",openalex:cybersecurity,4,0.92,https://doi.org/10.1109/netsoft64993.2025.11080605,,,,,unresolved,unavailable,batch-17,keep,"Short applied autonomous cyber-defense agent paper with hybrid-AI framing; not clearly LLM-specific, but plausible bridge material rather than obvious noise."
853,2506.01839,Beyond Static Responses: Multi-Agent LLM Systems as a New Paradigm for Social Science Research,"Haase, Jennifer, Pokutta, Sebastian",2025,candidate,trend,"Safety, Security, and Reliability",openalex:llm-mas,2,0.92,http://arxiv.org/abs/2506.01839,2506.01839,papers_extra/multi-agent-triaged/0853_2506.01839,papers_extra/multi-agent-triaged/0853_2506.01839/paper.pdf,papers_extra/multi-agent-triaged/0853_2506.01839/source,present,present,batch-06,keep,Retained after batch review.
855,2604.24696,NeuroClaw Technical Report,Cheng Wang et al,2026,candidate,trend,"Safety, Security, and Reliability",arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.24696,2604.24696,papers_extra/multi-agent-triaged/0855_2604.24696,papers_extra/multi-agent-triaged/0855_2604.24696/paper.pdf,papers_extra/multi-agent-triaged/0855_2604.24696/source,present,present,batch-06,keep,Retained after batch review.
856,2604.17139,The Consensus Trap: Rescuing Multi-Agent LLMs from Adversarial Majorities via Token-Level Collaboration,Jiayuan Liu et al,2026,candidate,trend,"Safety, Security, and Reliability",arxiv:llm-multi-agent;arxiv:prompt-injection,0,0.92,https://arxiv.org/abs/2604.17139,2604.17139,papers_extra/multi-agent-triaged/0856_2604.17139,papers_extra/multi-agent-triaged/0856_2604.17139/paper.pdf,papers_extra/multi-agent-triaged/0856_2604.17139/source,present,present,batch-06,keep,Retained after batch review.
858,2509.15237,MICA: Multi-Agent Industrial Coordination Assistant,Di Wen et al,2025,candidate,bridge,"Safety, Security, and Reliability",arxiv:language-agents,0,0.92,https://arxiv.org/abs/2509.15237,2509.15237,papers_extra/multi-agent-triaged/0858_2509.15237,papers_extra/multi-agent-triaged/0858_2509.15237/paper.pdf,papers_extra/multi-agent-triaged/0858_2509.15237/source,present,present,batch-06,keep,Retained after batch review.
859,https://doi.org/10.1109/isdfs65363.2025.11012014,Debate-Driven Multi-Agent LLMs for Phishing Email Detection,"Ngoc Tuong Vy Nguyen, Felix D Childress, Yunting Yin",2025,candidate,trend,"Safety, Security, and Reliability",openalex:cybersecurity;openalex:debate,5,0.92,https://doi.org/10.1109/isdfs65363.2025.11012014,,,,,unresolved,unavailable,batch-17,keep,"Explicit debate-driven multi-agent LLM application for phishing detection; applied and likely narrow, but directly relevant to the multi-agent LLM corpus."
860,https://doi.org/10.1145/3696630.3728717,Facilitating Trustworthy Human-Agent Collaboration in LLM-based Multi-Agent System oriented Software Engineering,Krishna Ronanki,2025,candidate,trend,"Safety, Security, and Reliability",openalex:llm-mas;openalex:software-agents,4,0.92,https://doi.org/10.1145/3696630.3728717,,,,,unresolved,unavailable,batch-18,keep,ACM proceedings item directly about trustworthy human-agent collaboration in LLM-based multi-agent software engineering; likely short/early but relevant enough for deeper review.
861,2603.15809,Don't Trust Stubborn Neighbors: A Security Framework for Agentic Networks,Samira Abedini et al,2026,candidate,trend,"Safety, Security, and Reliability",arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2603.15809,2603.15809,papers_extra/multi-agent-triaged/0861_2603.15809,papers_extra/multi-agent-triaged/0861_2603.15809/paper.pdf,papers_extra/multi-agent-triaged/0861_2603.15809/source,present,present,batch-06,keep,Retained after batch review.
862,https://doi.org/10.1109/icra55743.2025.11127486,Enhancing Multi-Agent Systems via Reinforcement Learning with LLM-Based Planner and Graph-Based Policy,"Ziqi Jia, Junjie Li, Xiaoyang Qu et al",2025,candidate,trend,"Safety, Security, and Reliability",openalex:llm-mas,4,0.92,https://doi.org/10.1109/icra55743.2025.11127486,,,,,unresolved,unavailable,batch-18,keep,ICRA/IEEE metadata and direct multi-agent planning/RL focus make this plausibly relevant; unresolved artifact is not enough for obvious removal.
864,https://doi.org/10.1109/tiv.2024.3488793,KoMA: Knowledge-Driven Multi-Agent Framework for Autonomous Driving With Large Language Models,"Kemou Jiang, Xuan Cai, Zhiyong Cui et al",2024,candidate,core,"Safety, Security, and Reliability",openalex:agent-safety;openalex:collaboration;openalex:planning,15,0.92,https://doi.org/10.1109/tiv.2024.3488793,,,,,unresolved,unavailable,batch-18,keep,IEEE TIV paper with citations and an LLM multi-agent autonomous driving framework; credible applied multi-agent system needing normal review rather than pruning.
867,2605.00741,Self-Adaptive Multi-Agent LLM-Based Security Pattern Selection for IoT Systems,Saeid Jamshidi et al,2026,candidate,trend,"Safety, Security, and Reliability",arxiv:agent-security;arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2605.00741,2605.00741,papers_extra/multi-agent-triaged/0867_2605.00741,papers_extra/multi-agent-triaged/0867_2605.00741/paper.pdf,papers_extra/multi-agent-triaged/0867_2605.00741/source,present,present,batch-06,keep,Retained after batch review.
868,2604.23940,Constraint-Guided Multi-Agent Decompilation for Executable Binary Recovery,Yifan Zhang et al,2026,candidate,trend,"Safety, Security, and Reliability",arxiv:agent-security;arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.23940,2604.23940,papers_extra/multi-agent-triaged/0868_2604.23940,papers_extra/multi-agent-triaged/0868_2604.23940/paper.pdf,papers_extra/multi-agent-triaged/0868_2604.23940/source,present,present,batch-06,keep,Retained after batch review.
869,2604.10577,The Blind Spot of Agent Safety: How Benign User Instructions Expose Critical Vulnerabilities in Computer-Use Agents,Xuwei Ding et al,2026,candidate,bridge,"Safety, Security, and Reliability",arxiv:computer-use;arxiv:prompt-injection,0,0.92,https://arxiv.org/abs/2604.10577,2604.10577,papers_extra/multi-agent-triaged/0869_2604.10577,papers_extra/multi-agent-triaged/0869_2604.10577/paper.pdf,papers_extra/multi-agent-triaged/0869_2604.10577/source,present,present,batch-06,keep,Retained after batch review.
870,2603.28013,Kill-Chain Canaries: Stage-Level Tracking of Prompt Injection Across Attack Surfaces and Model Safety Tiers,Haochuan Kevin Wang et al,2026,candidate,trend,"Safety, Security, and Reliability",arxiv:agent-security;arxiv:prompt-injection,0,0.92,https://arxiv.org/abs/2603.28013,2603.28013,papers_extra/multi-agent-triaged/0870_2603.28013,papers_extra/multi-agent-triaged/0870_2603.28013/paper.pdf,papers_extra/multi-agent-triaged/0870_2603.28013/source,present,present,batch-06,keep,Retained after batch review.
871,https://doi.org/10.3390/app15169096,CurriculumPT: LLM-Based Multi-Agent Autonomous Penetration Testing with Curriculum-Guided Task Scheduling,"Xingyu Wu, Yunzhe Tian, Yuanwan Chen et al",2025,candidate,trend,"Safety, Security, and Reliability",openalex:cybersecurity,4,0.92,https://doi.org/10.3390/app15169096,,,,,unresolved,unavailable,batch-18,keep,Directly relevant LLM multi-agent cybersecurity task scheduling paper; venue is not decisive and the topic is practical enough to retain for deeper review.
872,2604.26394,SecMate: Multi-Agent Adaptive Cybersecurity Troubleshooting with Tri-Context Personalization,Yair Meidan et al,2026,candidate,trend,"Safety, Security, and Reliability",arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.26394,2604.26394,papers_extra/multi-agent-triaged/0872_2604.26394,papers_extra/multi-agent-triaged/0872_2604.26394/paper.pdf,papers_extra/multi-agent-triaged/0872_2604.26394/source,present,present,batch-06,keep,Retained after batch review.
873,2603.27127,Red-MIRROR: Agentic LLM-based Autonomous Penetration Testing with Reflective Verification and Knowledge-augmented Interaction,Tran Vy Khang et al,2026,candidate,trend,"Safety, Security, and Reliability",arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2603.27127,2603.27127,papers_extra/multi-agent-triaged/0873_2603.27127,papers_extra/multi-agent-triaged/0873_2603.27127/paper.pdf,papers_extra/multi-agent-triaged/0873_2603.27127/source,present,present,batch-06,keep,Retained after batch review.
874,2512.00520,Toward a Safe Internet of Agents,Juan A. Wibowo et al,2025,candidate,trend,"Safety, Security, and Reliability",arxiv:agent-safety,0,0.92,https://arxiv.org/abs/2512.00520,2512.00520,papers_extra/multi-agent-triaged/0874_2512.00520,papers_extra/multi-agent-triaged/0874_2512.00520/paper.pdf,papers_extra/multi-agent-triaged/0874_2512.00520/source,present,present,batch-06,keep,Retained after batch review.
875,2406.14373,Artificial Leviathan: Exploring Social Evolution of LLM Agents Through the Lens of Hobbesian Social Contract Theory,Gordon Dai et al,2024,candidate,core,"Safety, Security, and Reliability",arxiv:society,0,0.92,https://arxiv.org/abs/2406.14373,2406.14373,papers_extra/multi-agent-triaged/0875_2406.14373,papers_extra/multi-agent-triaged/0875_2406.14373/paper.pdf,papers_extra/multi-agent-triaged/0875_2406.14373/source,present,present,batch-06,keep,Retained after batch review.
876,2411.09856,InvestESG: A multi-agent reinforcement learning benchmark for studying climate investment as a social dilemma,Xiaoxuan Hou et al,2024,candidate,bridge,"Safety, Security, and Reliability",arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2411.09856,2411.09856,papers_extra/multi-agent-triaged/0876_2411.09856,papers_extra/multi-agent-triaged/0876_2411.09856/paper.pdf,papers_extra/multi-agent-triaged/0876_2411.09856/source,present,present,batch-06,keep,Retained after batch review.
877,2409.10737,AutoSafeCoder: A Multi-Agent Framework for Securing LLM Code Generation through Static Analysis and Fuzz Testing,"Nunez, Ana, Islam, Nafis Tanveer, Jha, Sumit Kumar et al",2024,candidate,core,"Safety, Security, and Reliability",openalex:coding-agents;openalex:frameworks,3,0.92,http://arxiv.org/abs/2409.10737,2409.10737,papers_extra/multi-agent-triaged/0877_2409.10737,papers_extra/multi-agent-triaged/0877_2409.10737/paper.pdf,papers_extra/multi-agent-triaged/0877_2409.10737/source,present,present,batch-06,keep,Retained after batch review.
878,2506.01332,An Empirical Study of Group Conformity in Multi-Agent Systems,"Choi, Min, Kim, Keonwoo, Chae, Sungwon et al",2025,candidate,trend,"Safety, Security, and Reliability",openalex:debate,2,0.92,http://arxiv.org/abs/2506.01332,2506.01332,papers_extra/multi-agent-triaged/0878_2506.01332,papers_extra/multi-agent-triaged/0878_2506.01332/paper.pdf,papers_extra/multi-agent-triaged/0878_2506.01332/source,present,present,batch-06,keep,Retained after batch review.
879,2512.08326,Argus: A Multi-Agent Sensitive Information Leakage Detection Framework Based on Hierarchical Reference Relationships,Bin Wang et al,2025,candidate,trend,"Safety, Security, and Reliability",arxiv:collaboration,0,0.92,https://arxiv.org/abs/2512.08326,2512.08326,papers_extra/multi-agent-triaged/0879_2512.08326,papers_extra/multi-agent-triaged/0879_2512.08326/paper.pdf,papers_extra/multi-agent-triaged/0879_2512.08326/source,present,present,batch-06,keep,Retained after batch review.
881,2508.04010,HarmonyGuard: Toward Safety and Utility in Web Agents via Adaptive Policy Enhancement and Dual-Objective Optimization,Yurun Chen et al,2025,candidate,trend,"Safety, Security, and Reliability",arxiv:web-agents,0,0.92,https://arxiv.org/abs/2508.04010,2508.04010,papers_extra/multi-agent-triaged/0881_2508.04010,papers_extra/multi-agent-triaged/0881_2508.04010/paper.pdf,papers_extra/multi-agent-triaged/0881_2508.04010/source,present,present,batch-06,keep,Retained after batch review.
882,2025.51187,Development of a Large Language Model-based Multi-Agent Clinical Decision Support System for Korean Triage and Acuity Scale (KTAS)-Based Triage and Treatment Planning in Emergency Departments,"Seungjun Han, Wongyung Choi",2025,candidate,trend,"Safety, Security, and Reliability",openalex:medical-agents;openalex:orchestration;openalex:planning,8,0.92,https://doi.org/10.54364/aaiml.2025.51187,,,,,unresolved,unavailable,batch-18,keep,"Plausible LLM multi-agent clinical CDSS with role agents, baseline comparison, and dataset/specialist evaluation signals; needs deeper scrutiny but is not obvious noise."
883,2025.00024,LLM-Based Multi-Agent Framework for Troubleshooting Distributed Systems,"Mario De Jesus, Perfect Sylvester, William Clifford et al",2025,candidate,trend,"Safety, Security, and Reliability",openalex:frameworks;openalex:llm-mas,2,0.92,https://doi.org/10.1109/cloud-summit64795.2025.00024,,,,,unresolved,unavailable,batch-18,keep,Directly relevant LLM multi-agent framework for distributed systems troubleshooting from IEEE Cloud Summit metadata; low citations but not an obvious low-quality artifact.
884,https://doi.org/10.1109/tce.2025.3608003,FedLMA: A Federated Learning Framework Integrating LLM-Based Multi-Agent Reasoning With Knowledge Distillation,"Jinlong Wang, Yunting Wu, Xiaoyun Xiong et al",2025,candidate,trend,"Safety, Security, and Reliability",openalex:frameworks;openalex:reasoning,1,0.92,https://doi.org/10.1109/tce.2025.3608003,,,,,unresolved,unavailable,batch-18,keep,IEEE TCE paper combining federated learning with LLM-based multi-agent reasoning; relevance and rigor need review but source credibility argues against removal.
885,https://doi.org/10.1109/tits.2023.3285442,Deep Multi-Agent Reinforcement Learning for Highway On-Ramp Merging in Mixed Traffic,"Dong Chen, Mohammad R. Hajidavalloo, Zhaojian Li et al",2023,candidate,bridge,"Safety, Security, and Reliability",openalex:marl,193,0.92,https://doi.org/10.1109/tits.2023.3285442,,,,,unresolved,unavailable,batch-18,keep,High-citation IEEE TITS MARL bridge paper; not LLM-specific but relevant foundation/bridge material for multi-agent behavior and traffic settings.
886,2510.05748,Communication Enables Cooperation in LLM Agents: A Comparison with Curriculum-Based Approaches,Hachem Madmoun et al,2025,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2510.05748,2510.05748,papers_extra/multi-agent-triaged/0886_2510.05748,papers_extra/multi-agent-triaged/0886_2510.05748/paper.pdf,papers_extra/multi-agent-triaged/0886_2510.05748/source,present,present,batch-06,keep,Retained after batch review.
887,2208.10469,Formal Contracts Mitigate Social Dilemmas in Multi-Agent RL,"Haupt, Andreas A., Christoffersen, Phillip J. K., Damani, Mehul et al",2022,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas;openalex:social-dilemmas,5,0.92,http://arxiv.org/abs/2208.10469,2208.10469,papers_extra/multi-agent-triaged/0887_2208.10469,papers_extra/multi-agent-triaged/0887_2208.10469/paper.pdf,papers_extra/multi-agent-triaged/0887_2208.10469/source,present,present,batch-06,keep,Retained after batch review.
888,https://doi.org/10.1007/s10458-024-09682-5,Formal contracts mitigate social dilemmas in multi-agent reinforcement learning,"Andreas Haupt, Phillip Christoffersen, Mehul Damani et al",2024,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",openalex:social-dilemmas,2,0.92,https://doi.org/10.1007/s10458-024-09682-5,,,,,unresolved,unavailable,batch-18,keep,Formal contracts in MARL social dilemmas are relevant to coordination and cooperation foundations; credible journal metadata supports keeping.
889,2603.24324,Large Language Model Guided Incentive Aware Reward Design for Cooperative Multi-Agent Reinforcement Learning,Dogan Urgun et al,2026,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:marl,0,0.92,https://arxiv.org/abs/2603.24324,2603.24324,papers_extra/multi-agent-triaged/0889_2603.24324,papers_extra/multi-agent-triaged/0889_2603.24324/paper.pdf,papers_extra/multi-agent-triaged/0889_2603.24324/source,present,present,batch-06,keep,Retained after batch review.
890,2501.00226,Generative Emergent Communication: Large Language Model is a Collective World Model,"Taniguchi, Tadahiro, Ueda, Ryo, Nakamura, Tomoaki et al",2024,candidate,core,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication;openalex:society,2,0.92,http://arxiv.org/abs/2501.00226,2501.00226,papers_extra/multi-agent-triaged/0890_2501.00226,papers_extra/multi-agent-triaged/0890_2501.00226/paper.pdf,papers_extra/multi-agent-triaged/0890_2501.00226/source,present,present,batch-06,keep,Retained after batch review.
891,2502.14496,Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization,Zhitao He et al,2025,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:language-agents,0,0.92,https://arxiv.org/abs/2502.14496,2502.14496,papers_extra/multi-agent-triaged/0891_2502.14496,papers_extra/multi-agent-triaged/0891_2502.14496/paper.pdf,papers_extra/multi-agent-triaged/0891_2502.14496/source,present,present,batch-06,keep,Retained after batch review.
893,2505.08448,Scalable UAV Multi-Hop Networking via Multi-Agent Reinforcement Learning with Large Language Models,Yanggang Xu et al,2025,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.92,https://arxiv.org/abs/2505.08448,2505.08448,papers_extra/multi-agent-triaged/0893_2505.08448,papers_extra/multi-agent-triaged/0893_2505.08448/paper.pdf,papers_extra/multi-agent-triaged/0893_2505.08448/source,present,present,batch-06,keep,Retained after batch review.
894,2511.19405,Learning Robust Social Strategies with Large Language Models,Dereck Piche et al,2025,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2511.19405,2511.19405,papers_extra/multi-agent-triaged/0894_2511.19405,papers_extra/multi-agent-triaged/0894_2511.19405/paper.pdf,papers_extra/multi-agent-triaged/0894_2511.19405/source,present,present,batch-06,keep,Retained after batch review.
895,2409.10372,Integrated Design and Governance of Agentic AI Systems through Adaptive Information Modulation,Qiliang Chen et al,2024,candidate,core,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.92,https://arxiv.org/abs/2409.10372,2409.10372,papers_extra/multi-agent-triaged/0895_2409.10372,papers_extra/multi-agent-triaged/0895_2409.10372/paper.pdf,papers_extra/multi-agent-triaged/0895_2409.10372/source,present,present,batch-06,keep,Retained after batch review.
896,https://openalex.org/W3035511399,Obedience-based Multi-Agent Cooperation for Sequential Social Dilemmas,Gaurav Gupta,2020,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",openalex:social-dilemmas,3,0.92,http://hdl.handle.net/10012/15853,,,,,unresolved,unavailable,batch-18,keep,Likely thesis or local artifact but directly about multi-agent cooperation in sequential social dilemmas; plausible foundation and not obvious corpus noise.
897,2511.19562,Trust-Based Social Learning for Communication (TSLEC) Protocol Evolution in Multi-Agent Reinforcement Learning,Abraham Itzhak Weinberg,2025,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.9,https://arxiv.org/abs/2511.19562,2511.19562,papers_extra/multi-agent-triaged/0897_2511.19562,papers_extra/multi-agent-triaged/0897_2511.19562/paper.pdf,papers_extra/multi-agent-triaged/0897_2511.19562/source,present,present,batch-06,keep,Retained after batch review.
898,2508.02912,"Communicating Plans, Not Percepts: Scalable Multi-Agent Coordination with Embodied World Models",Brennen A. Hill et al,2025,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.9,https://arxiv.org/abs/2508.02912,2508.02912,papers_extra/multi-agent-triaged/0898_2508.02912,papers_extra/multi-agent-triaged/0898_2508.02912/paper.pdf,papers_extra/multi-agent-triaged/0898_2508.02912/source,present,present,batch-06,keep,Retained after batch review.
899,2506.05236,Towards Language-Augmented Multi-Agent Deep Reinforcement Learning,Maxime Toquebiau et al,2025,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.9,https://arxiv.org/abs/2506.05236,2506.05236,papers_extra/multi-agent-triaged/0899_2506.05236,papers_extra/multi-agent-triaged/0899_2506.05236/paper.pdf,papers_extra/multi-agent-triaged/0899_2506.05236/source,present,present,batch-06,keep,Retained after batch review.
900,2311.04240,Environmental-Impact Based Multi-Agent Reinforcement Learning,Farinaz Alamiyan-Harandi et al,2023,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.9,https://arxiv.org/abs/2311.04240,2311.04240,papers_extra/multi-agent-triaged/0900_2311.04240,papers_extra/multi-agent-triaged/0900_2311.04240/paper.pdf,papers_extra/multi-agent-triaged/0900_2311.04240/source,present,present,batch-06,keep,Retained after batch review.
901,2305.06227,LOPT: Learning Optimal Pigovian Tax in Sequential Social Dilemmas,Yun Hua et al,2023,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.9,https://arxiv.org/abs/2305.06227,2305.06227,papers_extra/multi-agent-triaged/0901_2305.06227,papers_extra/multi-agent-triaged/0901_2305.06227/paper.pdf,papers_extra/multi-agent-triaged/0901_2305.06227/source,present,present,batch-06,keep,Retained after batch review.
902,2111.09152,Improved cooperation by balancing exploration and exploitation in intertemporal social dilemma tasks,Zhenbo Cheng et al,2021,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:social-dilemmas,0,0.9,https://arxiv.org/abs/2111.09152,2111.09152,papers_extra/multi-agent-triaged/0902_2111.09152,papers_extra/multi-agent-triaged/0902_2111.09152/paper.pdf,papers_extra/multi-agent-triaged/0902_2111.09152/source,present,present,batch-06,keep,Retained after batch review.
903,2004.04722,Re-conceptualising the Language Game Paradigm in the Framework of Multi-Agent Reinforcement Learning,Paul Van Eecke et al,2020,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication,0,0.9,https://arxiv.org/abs/2004.04722,2004.04722,papers_extra/multi-agent-triaged/0903_2004.04722,papers_extra/multi-agent-triaged/0903_2004.04722/paper.pdf,papers_extra/multi-agent-triaged/0903_2004.04722/source,present,present,batch-06,keep,Retained after batch review.
904,2602.09578,Rollout-Training Co-Design for Efficient LLM-Based Multi-Agent Reinforcement Learning,Zhida Jiang et al,2026,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:llm-mas,0,0.89,https://arxiv.org/abs/2602.09578,2602.09578,papers_extra/multi-agent-triaged/0904_2602.09578,papers_extra/multi-agent-triaged/0904_2602.09578/paper.pdf,papers_extra/multi-agent-triaged/0904_2602.09578/source,present,present,batch-06,keep,Retained after batch review.
905,2604.00722,LangMARL: Natural Language Multi-Agent Reinforcement Learning,Huaiyuan Yao et al,2026,candidate,trend,"MARL, Emergent Communication, and Social Behavior",arxiv:marl,0,0.89,https://arxiv.org/abs/2604.00722,2604.00722,papers_extra/multi-agent-triaged/0905_2604.00722,papers_extra/multi-agent-triaged/0905_2604.00722/paper.pdf,papers_extra/multi-agent-triaged/0905_2604.00722/source,present,present,batch-06,keep,Retained after batch review.
