rank,id,title,status,coverage_status,review_batch,decision,note
793,https://doi.org/10.18653/v1/2024.arabicnlp-1.2,Synthetic Arabic Medical Dialogues Using Advanced Multi-Agent LLM Techniques,candidate,reviewed-retained,batch-16,keep,ACL ArabicNLP proceedings paper explicitly uses multi-agent LLM techniques for medical dialogue data generation; relevant dataset-oriented contribution.
794,2308.08043,DiagGPT: An LLM-based and Multi-agent Dialogue System with Automatic Topic Management for Flexible Task-Oriented Dialogue,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
795,https://doi.org/10.1038/s44360-026-00112-2,A multi-agent framework combining large language models with medical flowcharts for self-triage,candidate,reviewed-retained,batch-16,keep,Nature-family DOI and explicit LLM multi-agent self-triage framework; very recent and low citation but clearly relevant enough for deeper review.
796,2512.03667,Colon-X: Advancing Intelligent Colonoscopy toward Clinical Reasoning,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
797,2508.03038,Tree-of-Reasoning: Towards Complex Medical Diagnosis via Multi-Agent Reasoning with Evidence Tree,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
798,2601.01522,Bayesian Orchestration of Multi-LLM Agents for Cost-Aware Sequential Decision-Making,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
799,https://doi.org/10.1145/3701716.3715232,HedgeAgents: A Balanced-aware Multi-agent Financial Trading System,candidate,reviewed-retained,batch-16,keep,ACM DOI-backed financial trading system explicitly framed as multi-agent; narrow applied setting but not obvious corpus noise.
800,https://doi.org/10.1007/s10791-025-09667-2,"An organizational theory for multi-agent interactions integrating human agents, LLMs, and specialized AI",candidate,reviewed-retained,batch-16,keep,Springer article gives a formal organizational framework for human agents LLMs and specialized AI with topic-based group formation; theoretical rather than empirical but on-scope.
801,2603.14054,LegacyTranslate: LLM-based Multi-Agent Method for Legacy Code Translation,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
802,2507.20474,MountainLion: A Multi-Modal LLM-Based Agent System for Interpretable and Adaptive Financial Trading,candidate,removed-low-quality,batch-05,remove,"High-stakes financial-trading claims are unsupported; mostly architecture/demo narrative, no credible backtest or risk-adjusted baseline comparison, and multi-agent contribution is superficial."
803,https://doi.org/10.1101/2024.11.11.623004,The Virtual Lab: AI Agents Design New SARS-CoV-2 Nanobodies with Experimental Validation,candidate,reviewed-retained,batch-16,keep,High-impact scientific agents paper with experimental validation and strong citation signal; highly relevant to multi-agent scientific discovery.
804,https://doi.org/10.1145/3677052.3698688,FinVision: A Multi-Agent Framework for Stock Market Prediction,candidate,reviewed-retained,batch-16,keep,ACM proceedings paper explicitly proposes a multi-agent stock prediction framework using LLM-era references; applied and narrow but relevant.
805,https://doi.org/10.1145/3677052.3698686,Enhancing Financial Question Answering with a Multi-Agent Reflection Framework,candidate,reviewed-retained,batch-16,keep,ACM DOI-backed paper explicitly uses a multi-agent reflection framework for financial QA; relevant despite likely needing stronger baseline review.
806,2403.19735,Enhancing Anomaly Detection in Financial Markets with an LLM-based Multi-Agent Framework,candidate,removed-low-quality,previous-canonical,remove,Demo-level finance workflow; no real benchmark/baseline or quantitative validation beyond walkthrough.
807,https://doi.org/10.26240/heal.ntua.31912,Adaptive Multi-Agent LLM Systems for Financial Trading: A Framework for Realistic Simulation and Dynamic Prompt Optimization,candidate,reviewed-needs-followup,batch-17,needs_followup,"Unresolved institutional DOI/thesis-like item; title is plausibly about LLM multi-agent financial trading, but there is no artifact, venue signal, or citation signal to support a fair keep/remove call."
808,https://doi.org/10.1007/978-3-031-91813-1_8,MEDCO: Medical Education Copilots Based on a Multi-agent Framework,candidate,reviewed-retained,batch-17,keep,Plausible domain-specific multi-agent LLM framework in medical education with Springer chapter metadata and citation signal; rigor and baselines still need deeper review.
809,https://doi.org/10.1109/access.2019.2913916,Development of an Easy-to-Use Multi-Agent Platform for Teaching Mobile Robotics,candidate,removed-low-quality,batch-17,remove,IEEE Access robotics education platform from 2019; metadata indicates classical mobile robotics multi-agent teaching software rather than an LLM-agent or LLM multi-agent contribution.
810,https://doi.org/10.1186/s10194-024-01944-7,"Influence of next-generation artificial intelligence on headache research, diagnosis and treatment: the junior editorial board members’ vision – part 2",candidate,removed-low-quality,batch-17,remove,"Medical vision/editorial article about next-generation AI in headache care; no clear LLM-agent, multi-agent system, benchmark, or technical agent contribution in the metadata."
811,https://doi.org/10.1038/s41746-025-01475-8,Large language model agents can use tools to perform clinical calculations,candidate,reviewed-retained,batch-17,keep,"Credible clinical LLM-agent/tool-use evaluation in a strong venue; multi-agent specificity appears limited, but it is relevant agent literature and not obvious noise."
812,https://doi.org/10.1093/bioinformatics/btaf159,Automatic biomarker discovery and enrichment with BRAD,candidate,reviewed-retained,batch-17,keep,"Bioinformatics paper on an agentic biomarker discovery workflow; likely useful domain-agent evidence, though multi-agent mechanisms need artifact-level review."
813,https://doi.org/10.1021/acsphotonics.5c01514,An Agentic Framework for Autonomous Metamaterial Modeling and Inverse Design,candidate,reviewed-retained,batch-17,keep,"Plausible scientific-agent application in metamaterial modeling and inverse design; niche and likely applied, but not obvious corpus noise."
814,https://doi.org/10.1038/s44387-025-00064-0,An agentic AI framework for ingestion and standardization of single-cell RNA-seq data analysis,candidate,reviewed-retained,batch-17,keep,"Plausible agentic scientific workflow for single-cell data processing; artifact is missing, but source/DOI metadata are credible enough for deeper review."
815,https://doi.org/10.1007/978-3-032-06004-4_6,MedXpert-CAD: A Multimodal Multi-agentic System for Clinical Imaging Analysis via Model Context Protocol LLM-Driven Agentic Workflows,candidate,reviewed-retained,batch-17,keep,"Explicit multimodal multi-agentic LLM workflow for clinical imaging; low citation signal and book-chapter format, but squarely relevant enough to retain."
816,2603.13371,Agentic LLM Workflow for MR Spectroscopy Volume-of-Interest Placements in Brain Tumors,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
817,2602.23088,Cytoarchitecture in Words: Weakly Supervised Vision-Language Modeling for Human Brain Microscopy,candidate,removed-low-quality,previous-canonical,remove,Mostly VLM/microscopy captioning; no multi-agent mechanism and weak bridge value.
818,2602.14295,Machine Learning as a Tool (MLAT): A Framework for Integrating Statistical ML Models as Callable Tools within LLM Agent Workflows,candidate,removed-low-quality,previous-canonical,remove,Hackathon-style design-pattern/case-study paper with no experiments or evaluation.
819,2604.08318,A Model Context Protocol Server for Quantum Execution in Hybrid Quantum-HPC Environments,candidate,removed-low-quality,previous-canonical,remove,"Six-page MCP server demo; no multi-agent contribution, no baselines, narrow proof of concept."
820,2506.06214,Can Theoretical Physics Research Benefit from Language Agents?,candidate,removed-low-quality,batch-05,remove,Position/vision paper for theoretical-physics language agents; no implemented method or empirical evaluation.
821,2604.11518,From Translation to Superset: Benchmark-Driven Evolution of a Production AI Agent from Rust to Python,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
822,https://doi.org/10.1038/s41467-025-64105-7,Evaluating large language model agents for automation of atomic force microscopy,candidate,reviewed-retained,batch-17,keep,Strong venue and clear evaluation of LLM agents in a scientific automation setting; likely useful benchmark/evaluation signal despite unresolved local artifact.
823,2512.20184,Reaching Agreement Among Reasoning LLM Agents,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
824,2603.19453,Cooperation and Exploitation in LLM Policy Synthesis for Sequential Social Dilemmas,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
825,2604.24572,FastOMOP: A Foundational Architecture for Reliable Agentic Real-World Evidence Generation on OMOP CDM data,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
826,2603.05027,S5-SHB Agent: Society 5.0 enabled Multi-model Agentic Blockchain Framework for Smart Home,candidate,removed-low-quality,previous-canonical,remove,Smart-home/blockchain architecture with broad claims and weak multi-agent evidence.
827,2025.00031,Engineering LLM Powered Multi-Agent Framework for Autonomous CloudOps,candidate,reviewed-retained,batch-17,keep,"Explicit LLM-powered multi-agent framework for CloudOps; applied systems contribution with moderate citation signal, worth deeper review for rigor and baselines."
828,2604.17025,Harness as an Asset: Enforcing Determinism via the Convergent AI Agent Framework (CAAF),candidate,reviewed-retained,batch-05,keep,Retained after batch review.
829,2603.21019,SkillProbe: Security Auditing for Emerging Agent Skill Marketplaces via Multi-Agent Collaboration,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
830,2603.09018,Meissa: Multi-modal Medical Agentic Intelligence,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
831,https://doi.org/10.1609/aaai.v40i35.40210,"Towards Effective Offensive Security LLM Agents: Hyperparameter Tuning, LLM as a Judge, and a Lightweight CTF Benchmark",candidate,reviewed-retained,batch-17,keep,"AAAI security-agent benchmark/tuning paper; not necessarily multi-agent-specific from title alone, but credible and relevant to LLM agent evaluation."
832,2601.19082,More at Stake: How Payoff and Language Shape LLM Agent Strategies in Cooperation Dilemmas,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
833,2512.07462,"Understanding LLM Agent Behaviours via Game Theory: Strategy Recognition, Biases and Multi-Agent Dynamics",candidate,reviewed-retained,batch-05,keep,Retained after batch review.
834,https://doi.org/10.1145/3674399.3674445,BlockAgents: Towards Byzantine-Robust LLM-Based Multi-Agent Coordination via Blockchain,candidate,reviewed-retained,batch-17,keep,"Explicit LLM-based multi-agent coordination/security paper; blockchain mechanism may be debatable, but it is directly in-scope and needs full review."
835,https://doi.org/10.1109/isdfs60797.2024.10527275,LLM-Based Framework for Administrative Task Automation in Healthcare,candidate,reviewed-retained,batch-17,keep,IEEE healthcare LLM framework with strong citation signal and references to AutoGen/MetaGPT-style agent work; multi-agent specificity is unclear but not an obvious removal.
836,https://doi.org/10.20944/preprints202512.2497.v1,SecureGov-Agent: A Governance-Centric Multi-Agent Framework for Privacy-Preserving and Attack-Resilient LLM Agents,candidate,reviewed-retained,batch-17,keep,"Preprint metadata and abstract describe a concrete LLM multi-agent security framework with experiments; venue quality is weak, but the topic is directly relevant."
837,https://doi.org/10.1016/j.csbj.2025.07.012,Leveraging MDS2 and SBOM data for LLM-assisted vulnerability analysis of medical devices,candidate,reviewed-needs-followup,batch-17,needs_followup,"Credible LLM-assisted cybersecurity/medical-device paper, but metadata does not show an agent or multi-agent mechanism; missing artifact prevents a fair relevance decision."
838,https://doi.org/10.3389/fphy.2025.1613499,Fostering collective intelligence in CPSS: an LLM-driven multi-agent cooperative tuning framework,candidate,reviewed-retained,batch-17,keep,Explicit LLM-driven multi-agent cooperative tuning framework with abstract-level mechanism; low citation signal and venue concerns are not enough for obvious removal.
839,2604.27132,TRUST: A Framework for Decentralized AI Service v.0.1,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
840,2602.23005,Managing Uncertainty in LLM-based Multi-Agent System Operation,candidate,removed-low-quality,batch-05,remove,"Conceptual uncertainty-management framework with echocardiography case discussion but no concrete experiments, metrics, or baselines."
841,2604.13098,C$^2$T: Captioning-Structure and LLM-Aligned Common-Sense Reward Learning for Traffic--Vehicle Coordination,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
842,2604.17159,Systematic Capability Benchmarking of Frontier Large Language Models for Offensive Cyber Tasks,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
843,2604.20801,Synthesizing Multi-Agent Harnesses for Vulnerability Discovery,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
844,2604.19844,If you're waiting for a sign... that might not be it! Mitigating Trust Boundary Confusion from Visual Injections on Vision-Language Agentic Systems,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
845,2604.23970,LLM-Guided Agentic Floor Plan Parsing for Accessible Indoor Navigation of Blind and Low-Vision People,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
846,2602.04431,MaMa: A Game-Theoretic Approach for Designing Safe Agentic Systems,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
847,2604.06633,Argus: Reorchestrating Static Analysis via a Multi-Agent Ensemble for Full-Chain Security Vulnerability Detection,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
848,2604.03870,Your Agent is More Brittle Than You Think: Uncovering Indirect Injection Vulnerabilities in Agentic LLMs,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
849,2509.26100,SafeEvalAgent: Toward Agentic and Self-Evolving Safety Evaluation of LLMs,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
850,https://doi.org/10.1109/milcom61039.2024.10773923,Training Autonomous Cyber Defense Agents: Challenges &amp; Opportunities in Military Networks,candidate,reviewed-retained,batch-17,keep,"Autonomous cyber-defense agent paper with references to LLM-agent methods such as ReAct/RAG; likely bridge/foundation material, though LLM and multi-agent specificity need review."
851,https://doi.org/10.1109/netsoft64993.2025.11080605,Towards Robust Autonomous Cyber Defence Agents Using Hybrid AI Models,candidate,reviewed-retained,batch-17,keep,"Short applied autonomous cyber-defense agent paper with hybrid-AI framing; not clearly LLM-specific, but plausible bridge material rather than obvious noise."
852,2604.23088,Code Broker: A Multi-Agent System for Automated Code Quality Assessment,candidate,removed-low-quality,previous-canonical,remove,"Preliminary qualitative evaluation only; small demo, no full benchmark or ablation."
853,2506.01839,Beyond Static Responses: Multi-Agent LLM Systems as a New Paradigm for Social Science Research,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
854,2604.27358,Safe Bilevel Delegation (SBD): A Formal Framework for Runtime Delegation Safety in Multi-Agent Systems,candidate,removed-low-quality,previous-canonical,remove,Formal proposal with planned empirical validation; no reported experimental results.
855,2604.24696,NeuroClaw Technical Report,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
856,2604.17139,The Consensus Trap: Rescuing Multi-Agent LLMs from Adversarial Majorities via Token-Level Collaboration,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
857,2603.12230,Security Considerations for Artificial Intelligence Agents,candidate,removed-low-quality,previous-canonical,remove,"Q&A/guidance-style report, not a research paper; no experiments or baselines."
858,2509.15237,MICA: Multi-Agent Industrial Coordination Assistant,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
859,https://doi.org/10.1109/isdfs65363.2025.11012014,Debate-Driven Multi-Agent LLMs for Phishing Email Detection,candidate,reviewed-retained,batch-17,keep,"Explicit debate-driven multi-agent LLM application for phishing detection; applied and likely narrow, but directly relevant to the multi-agent LLM corpus."
860,https://doi.org/10.1145/3696630.3728717,Facilitating Trustworthy Human-Agent Collaboration in LLM-based Multi-Agent System oriented Software Engineering,candidate,reviewed-retained,batch-18,keep,ACM proceedings item directly about trustworthy human-agent collaboration in LLM-based multi-agent software engineering; likely short/early but relevant enough for deeper review.
861,2603.15809,Don't Trust Stubborn Neighbors: A Security Framework for Agentic Networks,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
862,https://doi.org/10.1109/icra55743.2025.11127486,Enhancing Multi-Agent Systems via Reinforcement Learning with LLM-Based Planner and Graph-Based Policy,candidate,reviewed-retained,batch-18,keep,ICRA/IEEE metadata and direct multi-agent planning/RL focus make this plausibly relevant; unresolved artifact is not enough for obvious removal.
863,2603.20678,AI-Driven Multi-Agent Simulation of Stratified Polyamory Systems: A Computational Framework for Optimizing Social Reproductive Efficiency,candidate,removed-low-quality,previous-canonical,remove,Low-credibility broad social/reproductive claims with weak MAS research value.
864,https://doi.org/10.1109/tiv.2024.3488793,KoMA: Knowledge-Driven Multi-Agent Framework for Autonomous Driving With Large Language Models,candidate,reviewed-retained,batch-18,keep,IEEE TIV paper with citations and an LLM multi-agent autonomous driving framework; credible applied multi-agent system needing normal review rather than pruning.
865,https://doi.org/10.32996/jcsts.2026.8.4.1,Agentic AI Modernization: Transforming Institutional Infrastructure Through Orchestrated Multi-Agent LLM Framework,candidate,removed-low-quality,batch-18,remove,Broad single-author institutional modernization article in a low-signal venue with sweeping architecture and performance claims from metadata/abstract; weak apparent rigor and limited reusable multi-agent contribution.
866,https://doi.org/10.35490/ec3.2025.218,A Conceptual Framework for LLM-based Multi-agent System in Construction Management,candidate,reviewed-needs-followup,batch-18,needs_followup,Conceptual domain framework from EC3 2025 is plausibly relevant but artifact absence prevents judging whether it is substantive or just a high-level position paper.
867,2605.00741,Self-Adaptive Multi-Agent LLM-Based Security Pattern Selection for IoT Systems,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
868,2604.23940,Constraint-Guided Multi-Agent Decompilation for Executable Binary Recovery,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
869,2604.10577,The Blind Spot of Agent Safety: How Benign User Instructions Expose Critical Vulnerabilities in Computer-Use Agents,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
870,2603.28013,Kill-Chain Canaries: Stage-Level Tracking of Prompt Injection Across Attack Surfaces and Model Safety Tiers,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
871,https://doi.org/10.3390/app15169096,CurriculumPT: LLM-Based Multi-Agent Autonomous Penetration Testing with Curriculum-Guided Task Scheduling,candidate,reviewed-retained,batch-18,keep,Directly relevant LLM multi-agent cybersecurity task scheduling paper; venue is not decisive and the topic is practical enough to retain for deeper review.
872,2604.26394,SecMate: Multi-Agent Adaptive Cybersecurity Troubleshooting with Tri-Context Personalization,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
873,2603.27127,Red-MIRROR: Agentic LLM-based Autonomous Penetration Testing with Reflective Verification and Knowledge-augmented Interaction,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
874,2512.00520,Toward a Safe Internet of Agents,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
875,2406.14373,Artificial Leviathan: Exploring Social Evolution of LLM Agents Through the Lens of Hobbesian Social Contract Theory,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
876,2411.09856,InvestESG: A multi-agent reinforcement learning benchmark for studying climate investment as a social dilemma,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
877,2409.10737,AutoSafeCoder: A Multi-Agent Framework for Securing LLM Code Generation through Static Analysis and Fuzz Testing,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
878,2506.01332,An Empirical Study of Group Conformity in Multi-Agent Systems,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
879,2512.08326,Argus: A Multi-Agent Sensitive Information Leakage Detection Framework Based on Hierarchical Reference Relationships,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
880,https://doi.org/10.22161/ijaems.122.8,Policy Convergence and Explainable Stability in Orchestrated Multi-Agent LLM Trading Frameworks,candidate,removed-low-quality,batch-18,remove,"Short conceptual trading-framework article with no evident empirical system, benchmark, or technical validation; metadata/abstract suggest synthesis rather than a rigorous multi-agent contribution."
881,2508.04010,HarmonyGuard: Toward Safety and Utility in Web Agents via Adaptive Policy Enhancement and Dual-Objective Optimization,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
882,2025.51187,Development of a Large Language Model-based Multi-Agent Clinical Decision Support System for Korean Triage and Acuity Scale (KTAS)-Based Triage and Treatment Planning in Emergency Departments,candidate,reviewed-retained,batch-18,keep,"Plausible LLM multi-agent clinical CDSS with role agents, baseline comparison, and dataset/specialist evaluation signals; needs deeper scrutiny but is not obvious noise."
883,2025.00024,LLM-Based Multi-Agent Framework for Troubleshooting Distributed Systems,candidate,reviewed-retained,batch-18,keep,Directly relevant LLM multi-agent framework for distributed systems troubleshooting from IEEE Cloud Summit metadata; low citations but not an obvious low-quality artifact.
884,https://doi.org/10.1109/tce.2025.3608003,FedLMA: A Federated Learning Framework Integrating LLM-Based Multi-Agent Reasoning With Knowledge Distillation,candidate,reviewed-retained,batch-18,keep,IEEE TCE paper combining federated learning with LLM-based multi-agent reasoning; relevance and rigor need review but source credibility argues against removal.
885,https://doi.org/10.1109/tits.2023.3285442,Deep Multi-Agent Reinforcement Learning for Highway On-Ramp Merging in Mixed Traffic,candidate,reviewed-retained,batch-18,keep,High-citation IEEE TITS MARL bridge paper; not LLM-specific but relevant foundation/bridge material for multi-agent behavior and traffic settings.
886,2510.05748,Communication Enables Cooperation in LLM Agents: A Comparison with Curriculum-Based Approaches,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
887,2208.10469,Formal Contracts Mitigate Social Dilemmas in Multi-Agent RL,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
888,https://doi.org/10.1007/s10458-024-09682-5,Formal contracts mitigate social dilemmas in multi-agent reinforcement learning,candidate,reviewed-retained,batch-18,keep,Formal contracts in MARL social dilemmas are relevant to coordination and cooperation foundations; credible journal metadata supports keeping.
889,2603.24324,Large Language Model Guided Incentive Aware Reward Design for Cooperative Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
890,2501.00226,Generative Emergent Communication: Large Language Model is a Collective World Model,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
891,2502.14496,Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
892,2507.10566,AI Mother Tongue: Self-Emergent Communication in MARL via Endogenous Symbol Systems,candidate,removed-low-quality,batch-06,remove,Toy MARL/emergent-communication study with broad endogenous-symbol/AGI claims and weak quantitative support.
893,2505.08448,Scalable UAV Multi-Hop Networking via Multi-Agent Reinforcement Learning with Large Language Models,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
894,2511.19405,Learning Robust Social Strategies with Large Language Models,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
895,2409.10372,Integrated Design and Governance of Agentic AI Systems through Adaptive Information Modulation,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
896,https://openalex.org/W3035511399,Obedience-based Multi-Agent Cooperation for Sequential Social Dilemmas,candidate,reviewed-retained,batch-18,keep,Likely thesis or local artifact but directly about multi-agent cooperation in sequential social dilemmas; plausible foundation and not obvious corpus noise.
897,2511.19562,Trust-Based Social Learning for Communication (TSLEC) Protocol Evolution in Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
898,2508.02912,"Communicating Plans, Not Percepts: Scalable Multi-Agent Coordination with Embodied World Models",candidate,reviewed-retained,batch-06,keep,Retained after batch review.
899,2506.05236,Towards Language-Augmented Multi-Agent Deep Reinforcement Learning,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
900,2311.04240,Environmental-Impact Based Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
901,2305.06227,LOPT: Learning Optimal Pigovian Tax in Sequential Social Dilemmas,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
902,2111.09152,Improved cooperation by balancing exploration and exploitation in intertemporal social dilemma tasks,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
903,2004.04722,Re-conceptualising the Language Game Paradigm in the Framework of Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
904,2602.09578,Rollout-Training Co-Design for Efficient LLM-Based Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
905,2604.00722,LangMARL: Natural Language Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
906,2604.25076,Zero Shot Coordination for Sparse Reward Tasks with Diverse Reward Shapings,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
907,2603.29999,Phyelds: A Pythonic Framework for Aggregate Computing,candidate,removed-low-quality,previous-canonical,remove,"Aggregate-computing Python framework; no LLM, no meaningful evaluation, weak field-map bridge."
908,2106.11156,Multi-Agent Curricula and Emergent Implicit Signaling,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
909,2004.02780,Networked Multi-Agent Reinforcement Learning with Emergent Communication,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
910,2011.05373,Emergent Reciprocity and Team Formation from Randomized Uncertain Social Preferences,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
911,2011.14890,Low-Bandwidth Communication Emerges Naturally in Multi-Agent Learning Systems,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
912,2307.05004,Control as Probabilistic Inference as an Emergent Communication Mechanism in Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
913,https://doi.org/10.65109/vtgr9509,Evolving Intrinsic Motivations for Altruistic Behavior,candidate,reviewed-retained,batch-18,keep,Known multi-agent social dilemma/altruistic behavior work with strong authorship and foundational relevance; DOI metadata appears odd but title/authors/content are credible.
914,https://doi.org/10.3390/app13031807,Admission-Based Reinforcement-Learning Algorithm in Sequential Social Dilemmas,candidate,reviewed-retained,batch-18,keep,MARL sequential social dilemma paper with some citation signal; narrow but relevant anchor/bridge material rather than obvious low-quality noise.
915,https://doi.org/10.1109/lcomm.2022.3214792,Multi-Agent Reinforcement Learning-Based Decentralized Spectrum Access in Vehicular Networks With Emergent Communication,candidate,reviewed-retained,batch-18,keep,IEEE Communications Letters paper on MARL and emergent communication; domain-specific but credible and relevant to emergent communication.
916,https://doi.org/10.5555/3398761.3398895,A Structural Solution to Sequential Moral Dilemmas,candidate,reviewed-retained,batch-18,keep,AAMAS-style proceedings metadata and direct multi-agent dilemma framing make this a plausible foundation paper despite limited metadata.
917,2023.00073,Multi-agent Reinforcement Learning with Emergent Communication using Discrete and Indifferentiable Message,candidate,reviewed-retained,batch-18,keep,Workshop/conference-style emergent communication MARL paper; limited signal but relevant enough for corpus retention pending deeper review.
918,https://doi.org/10.1109/meditcom58224.2023.10266608,Emergent Communication in Multi-Agent Reinforcement Learning for Flying Base Stations,candidate,reviewed-retained,batch-18,keep,Applied IEEE emergent communication/MARL paper; narrow telecom domain but clearly multi-agent and not obvious noise.
919,2601.18419,Emergent Cooperation in Quantum Multi-Agent Reinforcement Learning Using Communication,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
920,2302.14276,On the Role of Emergent Communication for Social Learning in Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
921,2602.15407,Fairness over Equality: Correcting Social Incentives in Asymmetric Sequential Social Dilemmas,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
922,2602.08389,Altruism and Fair Objective in Mixed-Motive Markov games,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
923,2601.22292,Learning Reward Functions for Cooperative Resilience in Multi-Agent Systems,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
924,2601.06382,Dynamic Incentivized Cooperation under Changing Rewards,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
925,2601.05509,How Exploration Breaks Cooperation in Shared-Policy Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
926,https://doi.org/10.5281/zenodo.18732505,Beyond Homo Economicus: Computational Verification of Amartya Sen's Meta-Ranking Theory in Multi-Agent Social Dilemmas,candidate,reviewed-needs-followup,batch-18,needs_followup,"Zenodo/OpenAlex metadata and zero citations are weak, but the social-dilemma framing is plausibly relevant; artifact absence prevents a fair obvious-removal decision."
927,https://doi.org/10.5281/zenodo.18728438,Beyond Homo Economicus: Computational Instantiation and Empirical Analysis of Amartya Sen's Meta-Ranking Theory in Multi-Agent Social Dilemmas,candidate,reviewed-retained,batch-19,keep,Zenodo preprint with zero citations but directly about MARL social dilemmas and has a substantial described empirical/code artifact; not an obvious noise removal.
928,2504.04438,DRAMA: A Dynamic Packet Routing Algorithm using Multi-Agent Reinforcement Learning with Emergent Communication,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
929,2502.01568,Visual Theory of Mind Enables the Invention of Proto-Writing,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
930,2508.17696,Fair Cooperation in Mixed-Motive Games via Conflict-Aware Gradient Adjustment,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
931,2505.11100,Bidirectional Distillation: A Mixed-Play Framework for Multi-Agent Generalizable Behaviors,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
932,2501.16138,Quantifying the Self-Interest Level of Markov Social Dilemmas,candidate,reviewed-retained,batch-06,keep,Retained after batch review.
