rank,id,title,status,coverage_status,review_batch,note
758,https://doi.org/10.1186/s12909-025-07250-3,Performance of single-agent and multi-agent language models in Spanish language medical competency exams,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
759,2603.01131,MedCollab: Causal-Driven Multi-Agent Collaboration for Full-Cycle Clinical Diagnosis via IBIS-Structured Argumentation,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
760,https://doi.org/10.1016/j.aei.2025.103643,A LLM-informed multi-agent AI system for drone-based visual inspection for infrastructure,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
761,2408.01112,Agentic LLM Workflows for Generating Patient-Friendly Medical Reports,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
762,https://doi.org/10.1093/nsr/nwaf372,Automating structure–activity analysis for electrochemical nitrogen reduction catalyst design through multi-agent collaborations,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
763,2510.16082,BIOGEN: Evidence-Grounded Multi-Agent Reasoning Framework for Transcriptomic Interpretation in Antimicrobial Resistance,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
764,2511.16997,MirrorMind: Empowering OmniScientist with the Expert Perspectives and Collective Knowledge of Human Scientists,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
765,2604.16205,ChemGraph-XANES: An Agentic Framework for XANES Simulation and Analysis,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
766,https://doi.org/10.3390/bioengineering12101100,Beyond Single Systems: How Multi-Agent AI Is Reshaping Ethics in Radiology,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
767,2603.05129,MedCoRAG: Interpretable Hepatology Diagnosis via Hybrid Evidence Retrieval and Multispecialty Consensus,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
768,2103.04982,A multi-agent reinforcement learning model of reputation and cooperation in human groups,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
769,1707.06600,A multi-agent reinforcement learning model of common-pool resource appropriation,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
770,2410.09403,Many Heads Are Better Than One: Improved Scientific Idea Generation by A LLM-Based Multi-Agent System,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
771,2603.11515,Multi-Agent Collaboration for Automated Design Exploration on High Performance Computing Systems,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
772,https://doi.org/10.1007/s44443-025-00311-z,LLM-augmented multi-agent cooperative framework for medical case retrieval in cardiology,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
773,2509.05378,Code Like Humans: A Multi-Agent Solution for Medical Coding,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
774,2602.07491,GraphAgents: Knowledge Graph-Guided Agentic AI for Cross-Domain Materials Design,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
775,https://doi.org/10.1145/3768292.3770377,FactorMAD: A Multi-Agent Debate Framework Based on Large Language Models for Interpretable Stock Alpha Factor Mining,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
776,2408.11793,Leveraging Chemistry Foundation Models to Facilitate Structure Focused Retrieval Augmented Generation in Multi-Agent Workflows for Catalyst and Materials Design,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
777,2604.09621,Competing with AI Scientists: Agent-Driven Approach to Astrophysics Research,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
778,https://doi.org/10.1016/j.ijmedinf.2025.106136,MedARC: Adaptive multi-agent refinement and collaboration for enhanced medical reasoning in large language models,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
779,2407.10022,AtomAgents: Alloy design and discovery through physics-aware multi-modal multi-agent artificial intelligence,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
780,https://doi.org/10.1109/bibm62325.2024.10822562,Validation of an LLM-based Multi-Agent Framework for Protein Engineering in Dry Lab and Wet Lab,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
781,2603.24973,Belief-Driven Multi-Agent Collaboration via Approximate Perfect Bayesian Equilibrium for Social Simulation,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
782,2603.03780,MACC: Multi-Agent Collaborative Competition for Scientific Exploration,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
783,2512.21360,From Visual Perception to Deep Empathy: An Automated Assessment Framework for House-Tree-Person Drawings Using Multimodal LLMs and Multi-Agent Collaboration,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
784,2511.21042,LungNoduleAgent: A Collaborative Multi-Agent System for Precision Diagnosis of Lung Nodules,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
785,2020.00941,Iteratively-Refined Interactive 3D Medical Image Segmentation With Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
786,2602.06030,PhysicsAgentABM: Physics-Guided Generative Agent-Based Modeling,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
787,https://doi.org/10.1101/2025.06.03.657521,HEAL-KGGen: A Hierarchical Multi-Agent LLM Framework with Knowledge Graph Enhancement for Genetic Biomarker-Based Medical Diagnosis,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
788,https://doi.org/10.1002/adma.202413523,SciAgents: Automating Scientific Discovery Through Bioinspired Multi‐Agent Intelligent Graph Reasoning,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
789,https://doi.org/10.2196/59439,Mitigating Cognitive Biases in Clinical Decision-Making Through Multi-Agent Conversations Using Large Language Models: Simulation Study,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
790,https://doi.org/10.21428/e4baedd9.33bd7449,Learning from Nature to Achieve Material Sustainability: Generative AI for Rigorous Bio-inspired Materials Design,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
791,https://doi.org/10.1109/tmi.2024.3496862,Integration of Multi-Source Medical Data for Medical Diagnosis Question Answering,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
792,https://doi.org/10.18653/v1/2025.emnlp-main.22,DeepResearcher: Scaling Deep Research via Reinforcement Learning in Real-world Environments,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
793,https://doi.org/10.18653/v1/2024.arabicnlp-1.2,Synthetic Arabic Medical Dialogues Using Advanced Multi-Agent LLM Techniques,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
794,2308.08043,DiagGPT: An LLM-based and Multi-agent Dialogue System with Automatic Topic Management for Flexible Task-Oriented Dialogue,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
795,https://doi.org/10.1038/s44360-026-00112-2,A multi-agent framework combining large language models with medical flowcharts for self-triage,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
796,2512.03667,Colon-X: Advancing Intelligent Colonoscopy toward Clinical Reasoning,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
797,2508.03038,Tree-of-Reasoning: Towards Complex Medical Diagnosis via Multi-Agent Reasoning with Evidence Tree,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
798,2601.01522,Bayesian Orchestration of Multi-LLM Agents for Cost-Aware Sequential Decision-Making,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
799,https://doi.org/10.1145/3701716.3715232,HedgeAgents: A Balanced-aware Multi-agent Financial Trading System,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
800,https://doi.org/10.1007/s10791-025-09667-2,"An organizational theory for multi-agent interactions integrating human agents, LLMs, and specialized AI",candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
801,2603.14054,LegacyTranslate: LLM-based Multi-Agent Method for Legacy Code Translation,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
802,2507.20474,MountainLion: A Multi-Modal LLM-Based Agent System for Interpretable and Adaptive Financial Trading,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
803,https://doi.org/10.1101/2024.11.11.623004,The Virtual Lab: AI Agents Design New SARS-CoV-2 Nanobodies with Experimental Validation,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
804,https://doi.org/10.1145/3677052.3698688,FinVision: A Multi-Agent Framework for Stock Market Prediction,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
805,https://doi.org/10.1145/3677052.3698686,Enhancing Financial Question Answering with a Multi-Agent Reflection Framework,candidate,assigned-for-review,batch-16.csv,Assigned to a review batch.
806,2403.19735,Enhancing Anomaly Detection in Financial Markets with an LLM-based Multi-Agent Framework,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
807,https://doi.org/10.26240/heal.ntua.31912,Adaptive Multi-Agent LLM Systems for Financial Trading: A Framework for Realistic Simulation and Dynamic Prompt Optimization,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
808,https://doi.org/10.1007/978-3-031-91813-1_8,MEDCO: Medical Education Copilots Based on a Multi-agent Framework,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
809,https://doi.org/10.1109/access.2019.2913916,Development of an Easy-to-Use Multi-Agent Platform for Teaching Mobile Robotics,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
810,https://doi.org/10.1186/s10194-024-01944-7,"Influence of next-generation artificial intelligence on headache research, diagnosis and treatment: the junior editorial board members’ vision – part 2",candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
811,https://doi.org/10.1038/s41746-025-01475-8,Large language model agents can use tools to perform clinical calculations,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
812,https://doi.org/10.1093/bioinformatics/btaf159,Automatic biomarker discovery and enrichment with BRAD,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
813,https://doi.org/10.1021/acsphotonics.5c01514,An Agentic Framework for Autonomous Metamaterial Modeling and Inverse Design,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
814,https://doi.org/10.1038/s44387-025-00064-0,An agentic AI framework for ingestion and standardization of single-cell RNA-seq data analysis,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
815,https://doi.org/10.1007/978-3-032-06004-4_6,MedXpert-CAD: A Multimodal Multi-agentic System for Clinical Imaging Analysis via Model Context Protocol LLM-Driven Agentic Workflows,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
816,2603.13371,Agentic LLM Workflow for MR Spectroscopy Volume-of-Interest Placements in Brain Tumors,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
817,2602.23088,Cytoarchitecture in Words: Weakly Supervised Vision-Language Modeling for Human Brain Microscopy,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
818,2602.14295,Machine Learning as a Tool (MLAT): A Framework for Integrating Statistical ML Models as Callable Tools within LLM Agent Workflows,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
819,2604.08318,A Model Context Protocol Server for Quantum Execution in Hybrid Quantum-HPC Environments,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
820,2506.06214,Can Theoretical Physics Research Benefit from Language Agents?,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
821,2604.11518,From Translation to Superset: Benchmark-Driven Evolution of a Production AI Agent from Rust to Python,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
822,https://doi.org/10.1038/s41467-025-64105-7,Evaluating large language model agents for automation of atomic force microscopy,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
823,2512.20184,Reaching Agreement Among Reasoning LLM Agents,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
824,2603.19453,Cooperation and Exploitation in LLM Policy Synthesis for Sequential Social Dilemmas,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
825,2604.24572,FastOMOP: A Foundational Architecture for Reliable Agentic Real-World Evidence Generation on OMOP CDM data,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
826,2603.05027,S5-SHB Agent: Society 5.0 enabled Multi-model Agentic Blockchain Framework for Smart Home,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
827,2025.00031,Engineering LLM Powered Multi-Agent Framework for Autonomous CloudOps,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
828,2604.17025,Harness as an Asset: Enforcing Determinism via the Convergent AI Agent Framework (CAAF),candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
829,2603.21019,SkillProbe: Security Auditing for Emerging Agent Skill Marketplaces via Multi-Agent Collaboration,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
830,2603.09018,Meissa: Multi-modal Medical Agentic Intelligence,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
831,https://doi.org/10.1609/aaai.v40i35.40210,"Towards Effective Offensive Security LLM Agents: Hyperparameter Tuning, LLM as a Judge, and a Lightweight CTF Benchmark",candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
832,2601.19082,More at Stake: How Payoff and Language Shape LLM Agent Strategies in Cooperation Dilemmas,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
833,2512.07462,"Understanding LLM Agent Behaviours via Game Theory: Strategy Recognition, Biases and Multi-Agent Dynamics",candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
834,https://doi.org/10.1145/3674399.3674445,BlockAgents: Towards Byzantine-Robust LLM-Based Multi-Agent Coordination via Blockchain,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
835,https://doi.org/10.1109/isdfs60797.2024.10527275,LLM-Based Framework for Administrative Task Automation in Healthcare,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
836,https://doi.org/10.20944/preprints202512.2497.v1,SecureGov-Agent: A Governance-Centric Multi-Agent Framework for Privacy-Preserving and Attack-Resilient LLM Agents,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
837,https://doi.org/10.1016/j.csbj.2025.07.012,Leveraging MDS2 and SBOM data for LLM-assisted vulnerability analysis of medical devices,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
838,https://doi.org/10.3389/fphy.2025.1613499,Fostering collective intelligence in CPSS: an LLM-driven multi-agent cooperative tuning framework,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
839,2604.27132,TRUST: A Framework for Decentralized AI Service v.0.1,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
840,2602.23005,Managing Uncertainty in LLM-based Multi-Agent System Operation,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
841,2604.13098,C$^2$T: Captioning-Structure and LLM-Aligned Common-Sense Reward Learning for Traffic--Vehicle Coordination,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
842,2604.17159,Systematic Capability Benchmarking of Frontier Large Language Models for Offensive Cyber Tasks,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
843,2604.20801,Synthesizing Multi-Agent Harnesses for Vulnerability Discovery,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
844,2604.19844,If you're waiting for a sign... that might not be it! Mitigating Trust Boundary Confusion from Visual Injections on Vision-Language Agentic Systems,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
845,2604.23970,LLM-Guided Agentic Floor Plan Parsing for Accessible Indoor Navigation of Blind and Low-Vision People,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
846,2602.04431,MaMa: A Game-Theoretic Approach for Designing Safe Agentic Systems,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
847,2604.06633,Argus: Reorchestrating Static Analysis via a Multi-Agent Ensemble for Full-Chain Security Vulnerability Detection,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
848,2604.03870,Your Agent is More Brittle Than You Think: Uncovering Indirect Injection Vulnerabilities in Agentic LLMs,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
849,2509.26100,SafeEvalAgent: Toward Agentic and Self-Evolving Safety Evaluation of LLMs,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
850,https://doi.org/10.1109/milcom61039.2024.10773923,Training Autonomous Cyber Defense Agents: Challenges &amp; Opportunities in Military Networks,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
851,https://doi.org/10.1109/netsoft64993.2025.11080605,Towards Robust Autonomous Cyber Defence Agents Using Hybrid AI Models,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
852,2604.23088,Code Broker: A Multi-Agent System for Automated Code Quality Assessment,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
853,2506.01839,Beyond Static Responses: Multi-Agent LLM Systems as a New Paradigm for Social Science Research,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
854,2604.27358,Safe Bilevel Delegation (SBD): A Formal Framework for Runtime Delegation Safety in Multi-Agent Systems,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
855,2604.24696,NeuroClaw Technical Report,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
856,2604.17139,The Consensus Trap: Rescuing Multi-Agent LLMs from Adversarial Majorities via Token-Level Collaboration,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
857,2603.12230,Security Considerations for Artificial Intelligence Agents,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
858,2509.15237,MICA: Multi-Agent Industrial Coordination Assistant,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
859,https://doi.org/10.1109/isdfs65363.2025.11012014,Debate-Driven Multi-Agent LLMs for Phishing Email Detection,candidate,assigned-for-review,batch-17.csv,Assigned to a review batch.
860,https://doi.org/10.1145/3696630.3728717,Facilitating Trustworthy Human-Agent Collaboration in LLM-based Multi-Agent System oriented Software Engineering,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
861,2603.15809,Don't Trust Stubborn Neighbors: A Security Framework for Agentic Networks,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
862,https://doi.org/10.1109/icra55743.2025.11127486,Enhancing Multi-Agent Systems via Reinforcement Learning with LLM-Based Planner and Graph-Based Policy,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
863,2603.20678,AI-Driven Multi-Agent Simulation of Stratified Polyamory Systems: A Computational Framework for Optimizing Social Reproductive Efficiency,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
864,https://doi.org/10.1109/tiv.2024.3488793,KoMA: Knowledge-Driven Multi-Agent Framework for Autonomous Driving With Large Language Models,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
865,https://doi.org/10.32996/jcsts.2026.8.4.1,Agentic AI Modernization: Transforming Institutional Infrastructure Through Orchestrated Multi-Agent LLM Framework,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
866,https://doi.org/10.35490/ec3.2025.218,A Conceptual Framework for LLM-based Multi-agent System in Construction Management,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
867,2605.00741,Self-Adaptive Multi-Agent LLM-Based Security Pattern Selection for IoT Systems,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
868,2604.23940,Constraint-Guided Multi-Agent Decompilation for Executable Binary Recovery,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
869,2604.10577,The Blind Spot of Agent Safety: How Benign User Instructions Expose Critical Vulnerabilities in Computer-Use Agents,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
870,2603.28013,Kill-Chain Canaries: Stage-Level Tracking of Prompt Injection Across Attack Surfaces and Model Safety Tiers,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
871,https://doi.org/10.3390/app15169096,CurriculumPT: LLM-Based Multi-Agent Autonomous Penetration Testing with Curriculum-Guided Task Scheduling,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
872,2604.26394,SecMate: Multi-Agent Adaptive Cybersecurity Troubleshooting with Tri-Context Personalization,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
873,2603.27127,Red-MIRROR: Agentic LLM-based Autonomous Penetration Testing with Reflective Verification and Knowledge-augmented Interaction,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
874,2512.00520,Toward a Safe Internet of Agents,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
875,2406.14373,Artificial Leviathan: Exploring Social Evolution of LLM Agents Through the Lens of Hobbesian Social Contract Theory,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
876,2411.09856,InvestESG: A multi-agent reinforcement learning benchmark for studying climate investment as a social dilemma,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
877,2409.10737,AutoSafeCoder: A Multi-Agent Framework for Securing LLM Code Generation through Static Analysis and Fuzz Testing,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
878,2506.01332,An Empirical Study of Group Conformity in Multi-Agent Systems,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
879,2512.08326,Argus: A Multi-Agent Sensitive Information Leakage Detection Framework Based on Hierarchical Reference Relationships,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
880,https://doi.org/10.22161/ijaems.122.8,Policy Convergence and Explainable Stability in Orchestrated Multi-Agent LLM Trading Frameworks,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
881,2508.04010,HarmonyGuard: Toward Safety and Utility in Web Agents via Adaptive Policy Enhancement and Dual-Objective Optimization,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
882,2025.51187,Development of a Large Language Model-based Multi-Agent Clinical Decision Support System for Korean Triage and Acuity Scale (KTAS)-Based Triage and Treatment Planning in Emergency Departments,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
883,2025.00024,LLM-Based Multi-Agent Framework for Troubleshooting Distributed Systems,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
884,https://doi.org/10.1109/tce.2025.3608003,FedLMA: A Federated Learning Framework Integrating LLM-Based Multi-Agent Reasoning With Knowledge Distillation,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
885,https://doi.org/10.1109/tits.2023.3285442,Deep Multi-Agent Reinforcement Learning for Highway On-Ramp Merging in Mixed Traffic,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
886,2510.05748,Communication Enables Cooperation in LLM Agents: A Comparison with Curriculum-Based Approaches,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
887,2208.10469,Formal Contracts Mitigate Social Dilemmas in Multi-Agent RL,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
888,https://doi.org/10.1007/s10458-024-09682-5,Formal contracts mitigate social dilemmas in multi-agent reinforcement learning,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
889,2603.24324,Large Language Model Guided Incentive Aware Reward Design for Cooperative Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
890,2501.00226,Generative Emergent Communication: Large Language Model is a Collective World Model,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
891,2502.14496,Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
892,2507.10566,AI Mother Tongue: Self-Emergent Communication in MARL via Endogenous Symbol Systems,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
893,2505.08448,Scalable UAV Multi-Hop Networking via Multi-Agent Reinforcement Learning with Large Language Models,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
894,2511.19405,Learning Robust Social Strategies with Large Language Models,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
895,2409.10372,Integrated Design and Governance of Agentic AI Systems through Adaptive Information Modulation,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
896,https://openalex.org/W3035511399,Obedience-based Multi-Agent Cooperation for Sequential Social Dilemmas,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
897,2511.19562,Trust-Based Social Learning for Communication (TSLEC) Protocol Evolution in Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
898,2508.02912,"Communicating Plans, Not Percepts: Scalable Multi-Agent Coordination with Embodied World Models",candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
899,2506.05236,Towards Language-Augmented Multi-Agent Deep Reinforcement Learning,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
900,2311.04240,Environmental-Impact Based Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
901,2305.06227,LOPT: Learning Optimal Pigovian Tax in Sequential Social Dilemmas,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
902,2111.09152,Improved cooperation by balancing exploration and exploitation in intertemporal social dilemma tasks,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
903,2004.04722,Re-conceptualising the Language Game Paradigm in the Framework of Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
904,2602.09578,Rollout-Training Co-Design for Efficient LLM-Based Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
905,2604.00722,LangMARL: Natural Language Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
906,2604.25076,Zero Shot Coordination for Sparse Reward Tasks with Diverse Reward Shapings,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
907,2603.29999,Phyelds: A Pythonic Framework for Aggregate Computing,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
908,2106.11156,Multi-Agent Curricula and Emergent Implicit Signaling,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
909,2004.02780,Networked Multi-Agent Reinforcement Learning with Emergent Communication,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
910,2011.05373,Emergent Reciprocity and Team Formation from Randomized Uncertain Social Preferences,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
911,2011.14890,Low-Bandwidth Communication Emerges Naturally in Multi-Agent Learning Systems,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
912,2307.05004,Control as Probabilistic Inference as an Emergent Communication Mechanism in Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
913,https://doi.org/10.65109/vtgr9509,Evolving Intrinsic Motivations for Altruistic Behavior,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
914,https://doi.org/10.3390/app13031807,Admission-Based Reinforcement-Learning Algorithm in Sequential Social Dilemmas,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
915,https://doi.org/10.1109/lcomm.2022.3214792,Multi-Agent Reinforcement Learning-Based Decentralized Spectrum Access in Vehicular Networks With Emergent Communication,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
916,https://doi.org/10.5555/3398761.3398895,A Structural Solution to Sequential Moral Dilemmas,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
917,2023.00073,Multi-agent Reinforcement Learning with Emergent Communication using Discrete and Indifferentiable Message,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
918,https://doi.org/10.1109/meditcom58224.2023.10266608,Emergent Communication in Multi-Agent Reinforcement Learning for Flying Base Stations,candidate,assigned-for-review,batch-18.csv,Assigned to a review batch.
919,2601.18419,Emergent Cooperation in Quantum Multi-Agent Reinforcement Learning Using Communication,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
920,2302.14276,On the Role of Emergent Communication for Social Learning in Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
921,2602.15407,Fairness over Equality: Correcting Social Incentives in Asymmetric Sequential Social Dilemmas,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
922,2602.08389,Altruism and Fair Objective in Mixed-Motive Markov games,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
923,2601.22292,Learning Reward Functions for Cooperative Resilience in Multi-Agent Systems,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
924,2601.06382,Dynamic Incentivized Cooperation under Changing Rewards,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
925,2601.05509,How Exploration Breaks Cooperation in Shared-Policy Multi-Agent Reinforcement Learning,candidate,assigned-for-review,batch-06.csv,Assigned to a review batch.
